,School Name,School ID,Network,Category,Category Breakdown,Grade,Year,Read,Math,Science,English,Composite,Read.1,Math.1,Science.1,English.1,Composite.1,Community
6512,SIMEON HS,609692.0,Network 11,Race,Black,11th Grade,2016.0,15.8,16.1,17.0,15.9,16.2,305,305,304,305,304,44
6513,SIMEON HS,609692.0,Network 11,Race,Other,11th Grade,2016.0,,,,,,4,4,4,4,4,44
6548,SIMPSON HS,609750.0,Network 6,Race,Hispanic,11th Grade,2016.0,,,,,,5,5,5,5,5,28
6549,SIMPSON HS,609750.0,Network 6,Race,Black,11th Grade,2016.0,17.2,16.7,18.0,15.8,16.9,13,13,13,13,13,28
6570,SOCIAL JUSTICE HS,610383.0,Network 7,Race,Other,11th Grade,2016.0,,,,,,1,1,1,1,1,30
6571,SOCIAL JUSTICE HS,610383.0,Network 7,Race,Hispanic,11th Grade,2016.0,15.3,15.9,15.8,15.0,15.5,56,56,56,56,56,30
6572,SOCIAL JUSTICE HS,610383.0,Network 7,Race,Black,11th Grade,2016.0,15.7,16.5,16.9,15.1,16.0,13,13,13,13,13,30
6584,SOLORIO HS,610543.0,AUSL,Race,Hispanic,11th Grade,2016.0,17.6,19.5,18.6,17.8,18.4,233,233,233,233,233,63
6585,SOLORIO HS,610543.0,AUSL,Race,White,11th Grade,2016.0,,,,,,1,1,1,1,1,63
6586,SOLORIO HS,610543.0,AUSL,Race,Native American,11th Grade,2016.0,,,,,,2,2,2,2,2,63
6587,SOLORIO HS,610543.0,AUSL,Race,Black,11th Grade,2016.0,17.7,18.0,18.0,16.1,17.5,14,14,14,14,14,63
6589,SOUTH CENTRAL THERAPEUTIC HS,800014.0,,Race,Black,11th Grade,2016.0,,,,,,4,4,4,4,4,0
6598,SOUTH SHORE INTL HS,610547.0,Network 12,Race,Black,11th Grade,2016.0,17.6,17.3,18.1,18.1,17.8,124,124,124,124,124,43
6599,SOUTH SHORE INTL HS,610547.0,Network 12,Race,Other,11th Grade,2016.0,,,,,,2,2,2,2,2,43
6600,SOUTH SHORE INTL HS,610547.0,Network 12,Race,White,11th Grade,2016.0,,,,,,2,2,2,2,2,43
6601,SOUTH SHORE INTL HS,610547.0,Network 12,Race,Hispanic,11th Grade,2016.0,,,,,,3,3,3,3,3,43
6617,SPRY HS,610357.0,Network 7,Race,Hispanic,11th Grade,2016.0,,,,,,9,9,9,9,9,30
6699,STEINMETZ HS,609732.0,Network 3,Race,Asian / Pacific,11th Grade,2016.0,,,,,,6,6,6,6,6,19
6700,STEINMETZ HS,609732.0,Network 3,Race,Hispanic,11th Grade,2016.0,16.0,16.9,17.4,14.5,16.2,245,245,244,245,244,19
6701,STEINMETZ HS,609732.0,Network 3,Race,White,11th Grade,2016.0,17.0,18.3,19.5,15.6,17.6,27,27,27,27,27,19
6702,STEINMETZ HS,609732.0,Network 3,Race,Native American,11th Grade,2016.0,,,,,,1,1,1,1,1,19
6703,STEINMETZ HS,609732.0,Network 3,Race,Other,11th Grade,2016.0,,,,,,6,6,6,6,6,19
6704,STEINMETZ HS,609732.0,Network 3,Race,Black,11th Grade,2016.0,15.6,15.7,16.1,14.3,15.4,56,56,56,56,56,19
6783,SULLIVAN HS,609733.0,Network 2,Race,Other,11th Grade,2016.0,,,,,,1,1,1,1,1,1
6784,SULLIVAN HS,609733.0,Network 2,Race,White,11th Grade,2016.0,,,,,,3,3,3,3,3,1
6785,SULLIVAN HS,609733.0,Network 2,Race,Black,11th Grade,2016.0,14.5,16.1,16.7,14.1,15.3,43,43,43,43,43,1
6786,SULLIVAN HS,609733.0,Network 2,Race,Asian / Pacific,11th Grade,2016.0,14.7,18.2,16.9,12.7,15.6,18,18,18,18,18,1
6787,SULLIVAN HS,609733.0,Network 2,Race,Hispanic,11th Grade,2016.0,14.9,15.3,15.3,12.8,14.6,40,40,40,40,40,1
6872,TAFT HS,609734.0,Network 1,Race,White,11th Grade,2016.0,19.8,19.0,19.4,19.3,19.4,324,324,324,324,324,10
6873,TAFT HS,609734.0,Network 1,Race,Black,11th Grade,2016.0,18.2,17.6,18.5,18.5,18.2,19,19,19,19,19,10
6874,TAFT HS,609734.0,Network 1,Race,Other,11th Grade,2016.0,,,,,,9,9,9,9,9,10
6875,TAFT HS,609734.0,Network 1,Race,Asian / Pacific,11th Grade,2016.0,20.2,19.7,19.4,19.3,19.6,43,43,43,43,43,10
6876,TAFT HS,609734.0,Network 1,Race,Hispanic,11th Grade,2016.0,18.8,18.1,18.4,18.0,18.3,252,252,252,252,252,10
6889,TEAM HS,610506.0,Network 11,Race,Hispanic,11th Grade,2016.0,,,,,,2,2,2,2,2,68
6890,TEAM HS,610506.0,Network 11,Race,Black,11th Grade,2016.0,14.3,15.1,15.0,12.6,14.2,56,56,56,56,56,68
6957,TILDEN HS,609735.0,Network 8,Race,Black,11th Grade,2016.0,14.2,15.0,13.8,11.7,13.7,32,32,32,32,32,61
6958,TILDEN HS,609735.0,Network 8,Race,White,11th Grade,2016.0,,,,,,5,5,5,5,5,61
6959,TILDEN HS,609735.0,Network 8,Race,Asian / Pacific,11th Grade,2016.0,,,,,,1,1,1,1,1,61
6960,TILDEN HS,609735.0,Network 8,Race,Hispanic,11th Grade,2016.0,15.5,16.2,15.4,13.9,15.3,15,15,15,15,15,61
6961,TILDEN HS,609735.0,Network 8,Race,Other,11th Grade,2016.0,,,,,,1,1,1,1,1,61
6976,U OF C - WOODLAWN HS,400077.0,Charter,Race,Black,11th Grade,2016.0,16.5,17.0,18.3,17.0,17.2,70,70,70,70,70,42
6977,U OF C - WOODLAWN HS,400077.0,Charter,Race,Asian / Pacific,11th Grade,2016.0,,,,,,1,1,1,1,1,42
6978,U OF C - WOODLAWN HS,400077.0,Charter,Race,Other,11th Grade,2016.0,,,,,,1,1,1,1,1,42
6981,UCAN THERAPEUTIC HS,800016.0,,Race,Black,11th Grade,2016.0,,,,,,5,5,5,5,5,0
6998,UNO - GARCIA HS,400085.0,Charter,Race,White,11th Grade,2016.0,,,,,,1,1,1,1,1,57
6999,UNO - GARCIA HS,400085.0,Charter,Race,Native American,11th Grade,2016.0,,,,,,1,1,1,1,1,57
7000,UNO - GARCIA HS,400085.0,Charter,Race,Hispanic,11th Grade,2016.0,17.8,17.3,18.2,17.6,17.7,133,133,133,133,133,57
7001,UNO - GARCIA HS,400085.0,Charter,Race,Asian / Pacific,11th Grade,2016.0,,,,,,1,1,1,1,1,57
7002,UNO - ROGERS PARK,400121.0,Charter,Race,Black,11th Grade,2016.0,16.8,18.1,17.6,17.0,17.4,10,10,10,10,10,0
7003,UNO - ROGERS PARK,400121.0,Charter,Race,Hispanic,11th Grade,2016.0,16.5,17.1,16.6,15.1,16.3,38,38,38,38,38,0
7004,UNO - ROGERS PARK,400121.0,Charter,Race,White,11th Grade,2016.0,,,,,,1,1,1,1,1,0
7005,UNO - SOCCER HS,400149.0,Charter,Race,Asian / Pacific,11th Grade,2016.0,,,,,,1,1,1,1,1,63
7006,UNO - SOCCER HS,400149.0,Charter,Race,Hispanic,11th Grade,2016.0,16.2,17.5,16.9,15.8,16.6,151,151,151,151,151,63
7007,UNO - SOCCER HS,400149.0,Charter,Race,White,11th Grade,2016.0,,,,,,2,2,2,2,2,63
7008,UNO - SOCCER HS,400149.0,Charter,Race,Black,11th Grade,2016.0,,,,,,1,1,1,1,1,63
7048,UPLIFT HS,610394.0,Network 2,Race,Asian / Pacific,11th Grade,2016.0,,,,,,1,1,1,1,1,3
7049,UPLIFT HS,610394.0,Network 2,Race,Hispanic,11th Grade,2016.0,,,,,,5,5,5,5,5,3
7050,UPLIFT HS,610394.0,Network 2,Race,White,11th Grade,2016.0,,,,,,1,1,1,1,1,3
7051,UPLIFT HS,610394.0,Network 2,Race,Black,11th Grade,2016.0,15.1,16.1,16.5,14.2,15.5,56,56,56,56,56,3
7058,URBAN PREP - BRONZEVILLE HS,400105.0,Charter,Race,Black,11th Grade,2016.0,15.9,17.3,16.7,16.6,16.6,91,91,91,91,91,35
7059,URBAN PREP - BRONZEVILLE HS,400105.0,Charter,Race,Hispanic,11th Grade,2016.0,,,,,,2,2,2,2,2,35
7074,URBAN PREP - ENGLEWOOD HS,400086.0,Charter,Race,Black,11th Grade,2016.0,16.2,16.5,17.6,16.7,16.7,80,80,80,80,80,68
7075,URBAN PREP - ENGLEWOOD HS,400086.0,Charter,Race,Other,11th Grade,2016.0,,,,,,2,2,2,2,2,68
7086,URBAN PREP - WEST HS,400102.0,Charter,Race,Hispanic,11th Grade,2016.0,,,,,,1,1,1,1,1,28
7087,URBAN PREP - WEST HS,400102.0,Charter,Race,Black,11th Grade,2016.0,15.9,16.3,17.1,17.1,16.6,72,72,72,72,72,28
7102,VOISE HS,610518.0,Network 3,Race,Hispanic,11th Grade,2016.0,,,,,,6,6,6,6,6,25
7103,VOISE HS,610518.0,Network 3,Race,Black,11th Grade,2016.0,14.7,15.3,15.9,12.6,14.6,49,49,49,49,49,25
7185,VON STEUBEN HS,609737.0,Network 1,Race,Other,11th Grade,2016.0,,,,,,9,9,9,9,9,13
7186,VON STEUBEN HS,609737.0,Network 1,Race,Asian / Pacific,11th Grade,2016.0,22.3,23.1,22.1,22.4,22.5,58,58,58,58,58,13
7187,VON STEUBEN HS,609737.0,Network 1,Race,Unknown Race,11th Grade,2016.0,,,,,,2,2,2,2,2,13
7188,VON STEUBEN HS,609737.0,Network 1,Race,White,11th Grade,2016.0,21.2,22.2,21.9,22.6,22.0,62,62,62,62,62,13
7189,VON STEUBEN HS,609737.0,Network 1,Race,Black,11th Grade,2016.0,20.5,21.7,20.0,21.1,20.8,34,34,34,34,34,13
7190,VON STEUBEN HS,609737.0,Network 1,Race,Native American,11th Grade,2016.0,,,,,,1,1,1,1,1,13
7191,VON STEUBEN HS,609737.0,Network 1,Race,Hispanic,11th Grade,2016.0,20.4,20.9,20.6,20.6,20.6,201,201,201,201,201,13
7261,WASHINGTON HS,609739.0,Network 13,Race,Other,11th Grade,2016.0,,,,,,2,2,2,2,2,52
7262,WASHINGTON HS,609739.0,Network 13,Race,Black,11th Grade,2016.0,16.1,16.1,16.2,15.5,16.0,25,25,25,25,25,52
7263,WASHINGTON HS,609739.0,Network 13,Race,Hispanic,11th Grade,2016.0,17.8,17.3,18.1,17.9,17.8,281,281,281,281,281,52
7264,WASHINGTON HS,609739.0,Network 13,Race,Native American,11th Grade,2016.0,,,,,,1,1,1,1,1,52
7265,WASHINGTON HS,609739.0,Network 13,Race,White,11th Grade,2016.0,18.9,17.8,18.5,18.5,18.4,22,22,22,22,22,52
7333,WELLS HS,609740.0,Network 6,Race,White,11th Grade,2016.0,,,,,,2,2,2,2,2,24
7334,WELLS HS,609740.0,Network 6,Race,Hispanic,11th Grade,2016.0,15.6,17.0,15.9,14.7,15.8,55,55,55,55,55,24
7335,WELLS HS,609740.0,Network 6,Race,Black,11th Grade,2016.0,14.9,16.5,15.1,13.4,15.0,51,51,51,51,51,24
7368,WESTINGHOUSE HS,609693.0,Network 5,Race,Hispanic,11th Grade,2016.0,22.1,21.6,22.0,21.4,21.8,93,93,93,93,93,23
7369,WESTINGHOUSE HS,609693.0,Network 5,Race,White,11th Grade,2016.0,,,,,,3,3,3,3,3,23
7370,WESTINGHOUSE HS,609693.0,Network 5,Race,Black,11th Grade,2016.0,19.7,19.6,20.2,19.6,19.8,140,140,140,140,140,23
7371,WESTINGHOUSE HS,609693.0,Network 5,Race,Unknown Race,11th Grade,2016.0,,,,,,1,1,1,1,1,23
7372,WESTINGHOUSE HS,609693.0,Network 5,Race,Other,11th Grade,2016.0,,,,,,1,1,1,1,1,23
7373,WESTINGHOUSE HS,609693.0,Network 5,Race,Asian / Pacific,11th Grade,2016.0,20.9,23.4,23.1,21.0,22.1,25,25,25,25,25,23
7392,WILLIAMS HS,610380.0,Network 9,Race,Other,11th Grade,2016.0,,,,,,1,1,1,1,1,38
7393,WILLIAMS HS,610380.0,Network 9,Race,Black,11th Grade,2016.0,16.6,16.9,17.3,17.1,17.0,40,40,40,40,40,38
7416,WORLD LANGUAGE HS,610392.0,Network 7,Race,Black,11th Grade,2016.0,,,,,,6,6,6,6,6,30
7417,WORLD LANGUAGE HS,610392.0,Network 7,Race,Hispanic,11th Grade,2016.0,17.2,17.2,17.9,17.8,17.5,72,72,72,72,72,30
7428,YCCS - ADDAMS,400134.0,Options,Race,Hispanic,11th Grade,2016.0,,,,,,9,9,9,9,9,31
7429,YCCS - ADDAMS,400134.0,Options,Race,Black,11th Grade,2016.0,,,,,,5,5,5,5,5,31
7439,YCCS - ASPIRA PANTOJA,400125.0,Options,Race,White,11th Grade,2016.0,,,,,,2,2,2,2,2,21
7440,YCCS - ASPIRA PANTOJA,400125.0,Options,Race,Black,11th Grade,2016.0,,,,,,2,2,2,2,2,21
7441,YCCS - ASPIRA PANTOJA,400125.0,Options,Race,Hispanic,11th Grade,2016.0,14.6,14.8,14.4,12.7,14.2,37,37,36,37,36,21
7450,YCCS - ASSOCIATION HOUSE,400126.0,Options,Race,Hispanic,11th Grade,2016.0,12.8,14.9,13.8,11.5,13.3,19,19,19,19,19,23
7451,YCCS - ASSOCIATION HOUSE,400126.0,Options,Race,Black,11th Grade,2016.0,13.3,15.3,12.8,11.8,13.3,10,10,10,10,10,23
7458,YCCS - AUSTIN CAREER,400127.0,Options,Race,Black,11th Grade,2016.0,11.8,15.0,13.7,10.5,12.8,10,10,10,10,10,25
7469,YCCS - CAMPOS,400131.0,Options,Race,Black,11th Grade,2016.0,,,,,,6,6,6,6,6,24
7470,YCCS - CAMPOS,400131.0,Options,Race,White,11th Grade,2016.0,,,,,,2,2,2,2,2,24
7471,YCCS - CAMPOS,400131.0,Options,Race,Hispanic,11th Grade,2016.0,14.3,15.8,13.9,13.4,14.3,21,21,21,21,21,24
7477,YCCS - CCA ACADEMY,400128.0,Options,Race,Black,11th Grade,2016.0,13.2,14.4,14.2,11.9,13.4,38,38,38,38,38,29
7483,YCCS - CHATHAM,400150.0,Options,Race,Black,11th Grade,2016.0,12.5,14.6,14.2,11.9,13.3,25,25,25,25,25,44
7488,YCCS - HOUSTON,400129.0,Options,Race,Black,11th Grade,2016.0,12.5,14.2,12.2,11.6,12.6,35,35,35,35,35,38
7497,YCCS - INNOVATIONS,400133.0,Options,Race,Black,11th Grade,2016.0,14.4,14.6,14.7,12.0,14.0,25,25,25,25,25,37
7498,YCCS - INNOVATIONS,400133.0,Options,Race,White,11th Grade,2016.0,,,,,,1,1,1,1,1,37
7499,YCCS - INNOVATIONS,400133.0,Options,Race,Hispanic,11th Grade,2016.0,,,,,,4,4,4,4,4,37
7507,YCCS - LATINO YOUTH,400135.0,Options,Race,Black,11th Grade,2016.0,,,,,,5,5,5,5,5,30
7508,YCCS - LATINO YOUTH,400135.0,Options,Race,Native American,11th Grade,2016.0,,,,,,2,2,2,2,2,30
7509,YCCS - LATINO YOUTH,400135.0,Options,Race,Hispanic,11th Grade,2016.0,14.4,15.1,13.8,12.3,13.9,59,59,59,59,59,30
7510,YCCS - LATINO YOUTH,400135.0,Options,Race,White,11th Grade,2016.0,,,,,,2,2,2,2,2,30
7514,YCCS - MCKINLEY,400124.0,Options,Race,White,11th Grade,2016.0,,,,,,1,1,1,1,1,35
7515,YCCS - MCKINLEY,400124.0,Options,Race,Hispanic,11th Grade,2016.0,,,,,,2,2,2,2,2,35
7516,YCCS - MCKINLEY,400124.0,Options,Race,Black,11th Grade,2016.0,13.7,14.9,14.3,11.6,13.6,35,35,35,35,35,35
7521,YCCS - OLIVE HARVEY,400136.0,Options,Race,Hispanic,11th Grade,2016.0,,,,,,4,4,4,4,4,50
7522,YCCS - OLIVE HARVEY,400136.0,Options,Race,Native American,11th Grade,2016.0,,,,,,1,1,1,1,1,50
7523,YCCS - OLIVE HARVEY,400136.0,Options,Race,Black,11th Grade,2016.0,15.3,15.3,15.8,14.5,15.2,43,43,43,43,43,50
7528,YCCS - SCHOLASTIC ACHIEVEMENT,400123.0,Options,Race,Hispanic,11th Grade,2016.0,,,,,,1,1,1,1,1,25
7529,YCCS - SCHOLASTIC ACHIEVEMENT,400123.0,Options,Race,Black,11th Grade,2016.0,13.1,14.4,13.9,11.6,13.2,40,40,40,40,40,25
7536,YCCS - SULLIVAN,400139.0,Options,Race,Hispanic,11th Grade,2016.0,,,,,,1,1,1,1,1,45
7537,YCCS - SULLIVAN,400139.0,Options,Race,Black,11th Grade,2016.0,13.4,14.3,13.4,11.0,13.2,33,34,33,34,33,45
7554,YCCS - TRUMAN,400141.0,Options,Race,Hispanic,11th Grade,2016.0,16.1,15.8,16.8,14.5,15.8,31,31,31,31,31,3
7555,YCCS - TRUMAN,400141.0,Options,Race,White,11th Grade,2016.0,,,,,,5,5,5,5,5,3
7556,YCCS - TRUMAN,400141.0,Options,Race,Asian / Pacific,11th Grade,2016.0,,,,,,6,6,6,6,6,3
7557,YCCS - TRUMAN,400141.0,Options,Race,Black,11th Grade,2016.0,15.9,16.1,15.1,12.0,14.8,14,14,14,14,14,3
7576,YCCS - WEST TOWN,400143.0,Options,Race,Black,11th Grade,2016.0,11.5,13.6,14.1,9.5,12.4,12,12,11,12,11,23
7577,YCCS - WEST TOWN,400143.0,Options,Race,Hispanic,11th Grade,2016.0,,,,,,7,7,7,7,7,23
7584,YCCS - WESTSIDE HOLISTIC,400144.0,Options,Race,Black,11th Grade,2016.0,14.1,14.0,14.8,11.9,13.7,24,24,24,24,24,25
7585,YCCS - WESTSIDE HOLISTIC,400144.0,Options,Race,Hispanic,11th Grade,2016.0,,,,,,7,7,7,7,7,25
7593,YCCS - YOUTH CONNECTION,400145.0,Options,Race,White,11th Grade,2016.0,,,,,,2,2,2,2,2,35
7594,YCCS - YOUTH CONNECTION,400145.0,Options,Race,Other,11th Grade,2016.0,,,,,,2,2,2,2,2,35
7595,YCCS - YOUTH CONNECTION,400145.0,Options,Race,Black,11th Grade,2016.0,14.1,14.6,14.6,11.5,13.7,62,62,62,62,62,35
7596,YCCS - YOUTH CONNECTION,400145.0,Options,Race,Hispanic,11th Grade,2016.0,,,,,,1,1,1,1,1,35
7600,YCCS - YOUTH DEVELOPMENT,400130.0,Options,Race,Black,11th Grade,2016.0,12.4,14.3,13.3,10.2,12.5,26,26,26,26,26,71
7682,YOUNG HS,609755.0,ISP,Race,White,11th Grade,2016.0,31.2,29.7,28.9,30.9,30.2,136,136,136,136,136,28
7683,YOUNG HS,609755.0,ISP,Race,Other,11th Grade,2016.0,,,,,,8,8,8,8,8,28
7684,YOUNG HS,609755.0,ISP,Race,Black,11th Grade,2016.0,25.8,24.9,24.1,24.8,24.9,113,113,113,113,113,28
7685,YOUNG HS,609755.0,ISP,Race,Native American,11th Grade,2016.0,,,,,,2,2,2,2,2,28
7686,YOUNG HS,609755.0,ISP,Race,Asian / Pacific,11th Grade,2016.0,30.0,31.0,28.9,30.4,30.1,64,64,64,64,64,28
7687,YOUNG HS,609755.0,ISP,Race,Hispanic,11th Grade,2016.0,27.9,27.1,25.7,26.8,26.9,126,126,126,126,126,28
7745,YOUNG WOMENS HS,400087.0,Charter,Race,Hispanic,11th Grade,2016.0,,,,,,4,4,4,4,4,35
7746,YOUNG WOMENS HS,400087.0,Charter,Race,Black,11th Grade,2016.0,15.3,16.1,16.5,14.8,15.7,54,54,54,54,54,35
7747,YOUNG WOMENS HS,400087.0,Charter,Race,White,11th Grade,2016.0,,,,,,1,1,1,1,1,35
7766,ACE TECH HS,400010.0,Charter,Gender,Female,11th Grade,2016.0,14.8,15.4,15.3,13.8,14.8,40,40,39,40,39,40
7767,ACE TECH HS,400010.0,Charter,Gender,Male,11th Grade,2016.0,15.8,16.7,15.6,14.2,15.6,48,49,48,49,48,40
7776,AIR FORCE HS,610513.0,Service Leadership Academies,Gender,Female,11th Grade,2016.0,18.1,17.5,18.5,18.6,18.2,17,17,17,17,17,34
7777,AIR FORCE HS,610513.0,Service Leadership Academies,Gender,Male,11th Grade,2016.0,19.0,18.8,19.6,18.9,19.1,29,29,29,29,29,34
7786,ALCOTT HS,610524.0,Network 4,Gender,Female,11th Grade,2016.0,17.4,17.9,18.4,17.1,17.7,38,38,38,38,38,5
7787,ALCOTT HS,610524.0,Network 4,Gender,Male,11th Grade,2016.0,17.6,17.3,17.8,16.9,17.4,31,31,31,31,31,5
7790,AMANDLA,400012.0,Charter,Gender,Male,11th Grade,2016.0,14.7,15.1,15.4,13.0,14.6,21,21,21,20,20,68
7791,AMANDLA,400012.0,Charter,Gender,Female,11th Grade,2016.0,15.0,15.3,15.6,13.6,14.9,19,19,19,19,19,68
7822,AMUNDSEN HS,609695.0,Network 2,Gender,Female,11th Grade,2016.0,18.6,17.7,18.6,18.0,18.2,123,123,123,123,123,4
7823,AMUNDSEN HS,609695.0,Network 2,Gender,Male,11th Grade,2016.0,18.1,18.7,18.1,17.4,18.1,117,117,117,117,117,4
7838,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,Gender,Female,11th Grade,2016.0,16.1,16.1,15.6,14.3,15.5,48,48,48,48,48,21
7839,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,Gender,Male,11th Grade,2016.0,14.5,15.7,14.8,12.4,14.3,55,55,55,55,55,21
7872,AUSTIN BUS & ENTRP HS,400018.0,Network 3,Gender,Male,11th Grade,2016.0,13.8,15.6,15.3,11.2,14.0,12,12,12,12,12,25
7873,AUSTIN BUS & ENTRP HS,400018.0,Network 3,Gender,Female,11th Grade,2016.0,15.0,15.1,16.3,12.5,14.7,12,12,12,12,12,25
7886,AUSTIN POLY HS,610501.0,Network 3,Gender,Male,11th Grade,2016.0,14.3,15.0,14.8,11.6,13.9,23,23,23,23,23,25
7887,AUSTIN POLY HS,610501.0,Network 3,Gender,Female,11th Grade,2016.0,,,,,,5,5,5,5,5,25
7888,BACK OF THE YARDS HS,610563.0,Network 8,Gender,Male,11th Grade,2016.0,16.8,18.8,18.3,16.8,17.7,123,123,123,123,123,61
7889,BACK OF THE YARDS HS,610563.0,Network 8,Gender,Female,11th Grade,2016.0,16.8,18.2,18.0,16.7,17.4,120,120,120,120,120,61
7900,BANNER WEST HS,610555.0,Options,Gender,Male,11th Grade,2016.0,12.8,14.1,13.1,10.0,12.5,18,18,18,18,18,25
7901,BANNER WEST HS,610555.0,Options,Gender,Female,11th Grade,2016.0,,,,,,9,9,9,9,9,25
7903,BEACON THERAPEUTIC HS,800003.0,,Gender,Male,11th Grade,2016.0,,,,,,1,1,1,1,1,0
7904,BEACON THERAPEUTIC HS,800003.0,,Gender,Female,11th Grade,2016.0,,,,,,1,1,1,1,1,0
7935,BOGAN HS,609698.0,Network 10,Gender,Female,11th Grade,2016.0,15.0,15.1,15.5,14.5,15.0,77,77,77,77,77,70
7936,BOGAN HS,609698.0,Network 10,Gender,Male,11th Grade,2016.0,15.1,15.5,15.4,13.2,14.8,102,102,102,102,102,70
7955,BOWEN HS,610323.0,Network 12,Gender,Female,11th Grade,2016.0,15.2,15.6,15.8,13.9,15.1,35,35,35,35,35,46
7956,BOWEN HS,610323.0,Network 12,Gender,Male,11th Grade,2016.0,14.1,15.0,14.6,12.7,14.1,37,37,37,37,37,46
7973,BRONZEVILLE HS,610381.0,Network 9,Gender,Male,11th Grade,2016.0,13.9,15.5,15.8,13.6,14.7,43,43,43,43,43,38
7974,BRONZEVILLE HS,610381.0,Network 9,Gender,Female,11th Grade,2016.0,15.1,15.5,15.5,13.8,15.0,56,56,56,56,56,38
8005,BROOKS HS,609726.0,ISP,Gender,Female,11th Grade,2016.0,23.0,20.5,21.6,24.0,22.3,131,131,131,131,131,49
8006,BROOKS HS,609726.0,ISP,Gender,Male,11th Grade,2016.0,23.3,22.2,22.6,23.9,23.0,71,71,71,71,71,49
8013,CAMELOT - CHICAGO EXCEL HS,400147.0,Options,Gender,Female,11th Grade,2016.0,,,,,,4,4,4,4,4,75
8014,CAMELOT - CHICAGO EXCEL HS,400147.0,Options,Gender,Male,11th Grade,2016.0,,,,,,5,5,5,5,5,75
8019,CAMELOT - EXCEL ENGLEWOOD HS,610565.0,Options,Gender,Male,11th Grade,2016.0,,,,,,7,7,7,7,7,68
8020,CAMELOT - EXCEL ENGLEWOOD HS,610565.0,Options,Gender,Female,11th Grade,2016.0,13.6,15.2,14.7,13.3,14.2,12,12,12,12,12,68
8023,CAMELOT - EXCEL SOUTHWEST HS,400176.0,Options,Gender,Female,11th Grade,2016.0,,,,,,6,6,6,6,6,0
8024,CAMELOT - EXCEL SOUTHWEST HS,400176.0,Options,Gender,Male,11th Grade,2016.0,13.5,14.8,14.0,12.8,13.8,10,10,10,10,10,0
8026,CAMELOT - EXCEL WOODLAWN HS,400175.0,Options,Gender,Male,11th Grade,2016.0,,,,,,6,6,6,6,6,0
8027,CAMELOT - EXCEL WOODLAWN HS,400175.0,Options,Gender,Female,11th Grade,2016.0,,,,,,7,7,7,7,7,0
8028,CAMELOT SAFE - GARFIELD HS,610585.0,Options,Gender,Female,11th Grade,2016.0,,,,,,1,1,1,1,1,0
8029,CAMELOT SAFE - GARFIELD HS,610585.0,Options,Gender,Male,11th Grade,2016.0,,,,,,2,2,2,2,2,0
8032,CAMELOT SAFE HS,610573.0,Options,Gender,Male,11th Grade,2016.0,,,,,,3,3,3,3,3,32
8033,CAMELOT SAFE HS,610573.0,Options,Gender,Female,11th Grade,2016.0,,,,,,1,1,1,1,1,32
8064,CARVER MILITARY HS,609760.0,Service Leadership Academies,Gender,Female,11th Grade,2016.0,18.2,17.7,18.7,17.8,18.1,55,55,55,55,55,54
8065,CARVER MILITARY HS,609760.0,Service Leadership Academies,Gender,Male,11th Grade,2016.0,17.5,17.7,19.0,17.3,17.9,56,56,56,56,56,54
8070,CATALYST - MARIA,400115.0,Charter,Gender,Male,11th Grade,2016.0,15.1,16.1,15.9,15.5,15.6,58,58,58,58,58,0
8071,CATALYST - MARIA,400115.0,Charter,Gender,Female,11th Grade,2016.0,15.3,16.3,16.4,16.3,16.1,64,64,64,64,64,0
8096,CHICAGO ACADEMY HS,610340.0,AUSL,Gender,Male,11th Grade,2016.0,17.7,18.8,18.6,17.6,18.2,57,57,57,57,57,17
8097,CHICAGO ACADEMY HS,610340.0,AUSL,Gender,Female,11th Grade,2016.0,18.9,18.9,18.3,18.7,18.7,68,68,68,68,68,17
8128,CHICAGO AGRICULTURE HS,609753.0,Network 10,Gender,Male,11th Grade,2016.0,20.4,19.4,20.6,20.8,20.3,71,71,71,71,71,74
8129,CHICAGO AGRICULTURE HS,609753.0,Network 10,Gender,Female,11th Grade,2016.0,20.3,18.6,20.1,21.7,20.2,83,83,83,83,83,74
8138,CHICAGO ARTS HS,400022.0,Contract,Gender,Female,11th Grade,2016.0,20.7,18.2,19.1,20.3,19.6,91,91,91,91,91,35
8139,CHICAGO ARTS HS,400022.0,Contract,Gender,Male,11th Grade,2016.0,19.6,18.7,18.2,19.5,19.0,44,44,44,44,44,35
8156,CHICAGO MATH & SCIENCE HS,400035.0,Charter,Gender,Female,11th Grade,2016.0,21.1,21.9,20.8,20.6,21.1,47,47,47,47,47,1
8157,CHICAGO MATH & SCIENCE HS,400035.0,Charter,Gender,Male,11th Grade,2016.0,19.7,22.3,21.2,18.9,20.5,39,39,39,39,39,1
8186,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,Gender,Female,11th Grade,2016.0,16.3,16.3,17.0,16.5,16.5,22,22,22,22,22,35
8187,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,Gender,Male,11th Grade,2016.0,16.6,16.9,18.4,16.7,17.2,39,39,39,39,39,35
8196,CHICAGO TECH HS,400091.0,Contract,Gender,Female,11th Grade,2016.0,15.3,15.4,15.3,14.0,15.0,36,36,36,36,36,28
