School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Website,Blue Ribbon Award,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate,Y Coordinate,Longitude,Latitude,Location
400073,Betty Shabazz Intl Charter - DuSable Leadership,4934 S Wabash Ave,Chicago,IL,60615,(773) 535-1170,http://www.bsics.net/index.html,,LEVEL 3,NOT APPLICABLE,,NOT ENOUGH DATA,0.7%,0%,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,42,6,2,8,8,12.1,13.7,12.6,13.6,14.9,,,62.4%,59%,68.1%,66%,54.5%,63.5%,66.7%,59.2%,,,,,,,99.3%,89.2%,,,,5%,10.9%,1177513.2550000000,1872170.4440000000,41.80456384,-87.62448408,"(-87.62448408, 41.80456384)"
400077,University of Chicago Charter - Woodlawn,6420 S University Ave,Chicago,IL,60637,(773) 752-8101,http://www.uei-schools.org/woodlawn/,,LEVEL 2,NOT APPLICABLE,,ORGANIZED,68.6%,87%,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,84,,,,63,83,63,32,,,,53,62,4,30,,,,,40,31,21,11,,,,,21,15,10,,,,,25,,,25,,,13.4,15.8,17.4,,,65.6%,61.8%,68.3%,68.6%,83.3%,79.3%,82.6%,83.7%,,,,,,,96.5%,97.4%,,,,5.4%,6.4%,1184773.8730000000,1862597.1440000000,41.77812652,-87.59815597,"(-87.59815597, 41.77812652)"
400085,UNO Charter School - Major Hector P.Garcia MD Cam,4248 W 47th St,Chicago,IL,60632,(773) 579-3480 x 225,http://www.unocharterschools.org/cgi-bin/index.pl,,LEVEL 2,NOT APPLICABLE,,ORGANIZED,93.7%,92.1%,STRONG,STRONG,NEUTRAL,NEUTRAL,WEAK,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,34,,,14.4,16.1,18.1,,,83.1%,10.1%,80.4%,,66.7%,,,,,,,,,,97.2%,97.6%,,,,1.6%,2.8%,1148638.1330000000,1873163.9860000000,41.80789494,-87.73036028,"(-87.73036028, 41.80789494)"
400086,Urban Prep Acad for Young Men Charter - Englewood,6201 S Stewart Ave,Chicago,IL,60621,(773) 535-9724,http://www.urbanprep.org,,LEVEL 2,NOT APPLICABLE,,PARTIALLY ORGANIZED,76.9%,88.1%,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,STRONG,NEUTRAL,WEAK,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,24,,,12.5,15.4,17.2,,,50.6%,55.1%,61.7%,65.3%,80%,92.5%,70.8%,66.3%,,,,,,,94.3%,94.7%,,,,9.7%,11.6%,1174730.3500000000,1863740.1250000000,41.7814927,-87.63494163,"(-87.63494163, 41.7814927)"
400087,Young Women's Leadership Charter High School,2641 S Calumet Ave,Chicago,IL,60616,(312) 949-9400,http://www.ywlcs.org,,LEVEL 2,NOT APPLICABLE,,ORGANIZED,51.3%,80.5%,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,WEAK,NOT CERTIFIED,DEVELOPING,1,,,,,4,9,2,,,,,33,2,19,,,,,,34,12,3,,,,,,12,3,15,12,13,50,21,20,27,17,14.8,15.8,13.6,15.4,16.2,,,59.7%,62.5%,65.3%,74.6%,67.4%,65.9%,77.8%,73.2%,1.6,21.4,,,,,93.2%,90.3%,,,,4.1%,5.6%,1178972.3840000000,1886759.6840000000,41.84456472,-87.61868763,"(-87.61868763, 41.84456472)"
400091,Chicago Technology Academy High School,1301 W 14th St,Chicago,IL,60608,(773) 534-7755,http://www.chicagotechacademy.org/,,LEVEL 3,ON PROBATION,1,ORGANIZED,73.2%,86.7%,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,PENDING CERTIFICATION,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,88,5,21,18,22,15,9,14.8,14.6,13.4,13.7,14.9,,,55%,,,,,,,,83.1,334.7,43.6%,90.3%,2.9,2,86.1%,84.2%,,,,6.6%,6.2%,1167895.9080000000,1893487.7220000000,41.86327277,-87.65914247,"(-87.65914247, 41.86327277)"
400093,Chicago Talent Development HS,2245 W Jackson Blvd,Chicago,IL,60612,(773) 345-8768,http://ctdhs.blogspot.com/,,LEVEL 3,NOT APPLICABLE,,PARTIALLY ORGANIZED,53.7%,69%,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,8,16,8,8,12,5,13.4,14.3,12.6,14.5,14.1,,,56.3%,,,,,,,,,,,,,,88.8%,91.1%,,,,1.4%,3.9%,1161290.1380000000,1898611.9180000000,41.87747384,-87.68324922,"(-87.68324922, 41.87747384)"
400094,EPIC Academy High School,8255 S Houston Ave,Chicago,IL,60617,(773) 535-7930,http://www.epicacademy.org/,,LEVEL 3,NOT APPLICABLE,,WELL-ORGANIZED,79.1%,91.7%,NEUTRAL,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,15,,,13.3,14.6,16,,,58.8%,,,,,,,,,,,,,,89.1%,91.1%,,,,5.4%,5.5%,1197968.0270000000,1850598.3540000000,41.74488133,-87.55018715,"(-87.55018715, 41.74488133)"
400097,Noble Street Charter - Chicago Bulls College,2040 W Adams St,Chicago,IL,60612,(773) 534-7599,http://www.noblenetwork.org,,LEVEL 1,NOT APPLICABLE,,WELL-ORGANIZED,57.9%,70.5%,NEUTRAL,STRONG,VERY STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,88,,58,65,26,,66,15.3,,14.2,16.8,20.9,,,78.9%,,,,,,,,,,,,,,93.2%,91.9%,,,,3.6%,4.5%,1162659.9560000000,1899118.7680000000,41.8788361,-87.67820542,"(-87.67820542, 41.8788361)"
400098,Noble Street Charter - Muchin College Prep,1 N State St,Chicago,IL,60602,(312) 445-4680,http://www.muchincollegeprep.org,,LEVEL 1,NOT APPLICABLE,,WELL-ORGANIZED,60.2%,95.6%,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,42,68,,,68,,,15.1,18,21.3,,,72.9%,,,,,,,,,,,,,,96.9%,96.5%,,,,1.8%,3.3%,1176411.4450000000,1900423.6530000000,41.88211763,-87.62767361,"(-87.62767361, 41.88211763)"
400104,Instituto Health Sciences Career Academy HS,2520 S Western Ave,Chicago,IL,60608,(773) 890-8020 ,http://www.cps.edu,,LEVEL 2,NOT APPLICABLE,,NOT YET ORGANIZED,0%,51.2%,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,59,3,5,26,28,27,22,15.1,15.6,14.3,15.7,16.7,,,,,,,,,,,14.8,16,75.7%,,4,,87.8%,92.4%,,,,2.1%,0.9%,1160731.0560000000,1887121.0780000000,41.84595344,-87.68562033,"(-87.68562033, 41.84595344)"
400105,Urban Prep Academy for Young Men - Bronzeville,2710 S Dearborn St,Chicago,IL,60616,(773) 495-0870 ,http://www.cps.edu,,LEVEL 2,NOT APPLICABLE,,PARTIALLY ORGANIZED,66%,77.8%,WEAK,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,25,,,14.2,14.9,17.2,,,,,,,,,,,,,,,,,96.3%,96%,,,,4.3%,4.2%,1176275.7840000000,1886545.4860000000,41.84403809,-87.62859008,"(-87.62859008, 41.84403809)"
400106,Noble Street Charter School Ã¢ÂÂ Johnson HS,6350 S Stewart Ave,Chicago,IL,60621,(312) 348-1888,http://www.cps.edu,,LEVEL 2,NOT APPLICABLE,,ORGANIZED,87.9%,78.8%,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,,8,43,3,,48,12.5,,14.1,16.7,19.5,,,,,,,,,,,,,,,,,91.5%,93.5%,,,,4.2%,6.4%,1174681.5740000000,1862611.0360000000,41.77839545,-87.63515406,"(-87.63515406, 41.77839545)"
400108,Chicago Intl Charter - Larry Hawkins,801 E 133rd Pl,Chicago,IL,60827,(773) 264-0505,http://www.cps.edu,,LEVEL 3,NOT APPLICABLE,,NOT YET ORGANIZED,84.5%,80.7%,WEAK,NEUTRAL,NEUTRAL,WEAK,VERY WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,32,,,,,1,88,94,,,,,47,94,8,,,,,,2,20,7,,,,,,7,15,32,97,0,42,7,11,6,5,13.9,13.2,12.7,14,14,,,,,,,47.7%,34.8%,70%,,,,,,,,83%,99.4%,,,,11.3%,16.6%,1184160.3350000000,1817039.4400000000,41.65312508,-87.60182419,"(-87.60182419, 41.65312508)"
400109,Prologue-Joshua Johnston Charter School,1551 W 95th St,Chicago,IL,60643,(773) 341-2260 ,http://www.cps.edu,,,,,PARTIALLY ORGANIZED,43%,84.6%,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,4,,,4,,,,,13.8,,,,,,,26.7%,26.9%,,,,,,,,,84.5%,80.4%,,,,16.4%,19.6%,1167412.7600000000,1841677.3020000000,41.72110921,-87.66240036,"(-87.66240036, 41.72110921)"
400113,Chicago Intl Charter - Chicago Quest North,1443 N Ogden Ave,Chicago,IL,60610,(773) 565-2100 ,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,NOT YET ORGANIZED,75.3%,81%,WEAK,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,STRONG,NOT CERTIFIED,INCOMPLETE DATA,78,,,,23,88,69,28,,,,15,69,19,24,,,,,12,29,31,9,,,,,10,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95%,92.1%,,,36.4%,27.3%,,1171473.5680000000,1909735.8750000000,41.90778092,-87.6455312,"(-87.6455312, 41.90778092)"
400117,Noble Street Charter School - Silver,8748 S Aberdeen St,Chicago,IL,60620,(773) 729-3400 ,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,WELL-ORGANIZED,88.7%,90.9%,STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1%,,,,,2%,,1170479.8480000000,1846569.1520000000,41.73446701,-87.65102422,"(-87.65102422, 41.73446701)"
400118,Noble Street Charter School - Purple,931 S Homan Ave,Chicago,IL,60624,(773) 893-4500 ,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,ORGANIZED,56.2%,70%,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3%,,,,,5.7%,,1153893.0930000000,1895583.8260000000,41.86931497,-87.71048996,"(-87.71048996, 41.86931497)"
400119,Legal Prep Charter Academy,60624 W Washington Blvd,Chicago,IL,60624,(773) 922-7800 ,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,NOT ENOUGH DATA,4%,0%,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,88,,,19,19,,,14.7,,,,,,,,,,,,,,,,,,,,,87.3%,,,,,5.5%,,1147493.1140000000,1900101.8230000000,41.8818379,-87.73387033,"(-87.73387033, 41.8818379)"
400123,YCCS-Academy of Scholastic Achievement HS,4651 W Madison St,Chicago,IL,60644,(773) 921-1315,http://www.cps.edu,,,,,NOT ENOUGH DATA,0%,88.9%,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,4,,,4,,,,,13.3,,,,,,,,,,,,,,,,,72.7%,,,,,55.2%,,1145145.6980000000,1899568.8850000000,41.88042013,-87.74250356,"(-87.74250356, 41.88042013)"
400124,YCCS-Ada S. McKinley-Lakeside HS,2920 S Wabash Ave,Chicago,IL,60616,(312) 949-5010,http://www.cps.edu,,,,,NOT ENOUGH DATA,0%,25%,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,12.9,,,,,,,,,,,,,,,,,74.1%,,,,,36.1%,,1177162.2380000000,1885557.7530000000,41.84130767,-87.62536687,"(-87.62536687, 41.84130767)"
400125,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",3121 N Pulaski Rd,Chicago,IL,60641,(773) 252-0970,http://www.cps.edu,,,,,ORGANIZED,71.6%,100%,NOT ENOUGH DATA,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,,,14,,,,,,,,,,,,,,,,,76.5%,,,,,33%,,1149218.5840000000,1920554.6480000000,41.9379292,-87.72700348,"(-87.72700348, 41.9379292)"
400126,"YCCS-Association House, El Cuarto Ano HS",1116 N Kedzie Ave,Chicago,IL,60651,(773) 772-7170,http://www.cps.edu,,,,,ORGANIZED,56.9%,90.9%,WEAK,STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,5,,,5,,,,,13.8,,,,,,,,,,,,,,,,,77.1%,,,,,42.3%,,1154786.0780000000,1907343.1790000000,41.90156597,-87.70689641,"(-87.70689641, 41.90156597)"
400127,YCCS-Austin Career Education Center HS,5352 W Chicago Ave,Chicago,IL,60651,(773) 626-6988,http://www.cps.edu,,,,,ORGANIZED,59.1%,70%,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,34,3,,,3,,,,,13.1,,,,,,,,,,,,,,,,,74.6%,,,,,32.4%,,1140287.8440000000,1904850.5000000000,41.89500392,-87.76021182,"(-87.76021182, 41.89500392)"
400128,YCCS-CCA Academy HS,1231 S Pulaski Rd,Chicago,IL,60623,(773) 762-2272,http://www.cps.edu,,,,,NOT ENOUGH DATA,38.9%,70%,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,97,3,,,3,,,,,13,,,,,,,,,,,,,,,,,81.4%,,,,,33%,,1149953.5060000000,1894056.4660000000,41.86520124,-87.72499307,"(-87.72499307, 41.86520124)"
400129,YCCS-Charles Hamilton Houston Alternative HS,4701 S King Dr,Chicago,IL,60615,(773) 723-9631,http://www.cps.edu,,,,,NOT ENOUGH DATA,24.8%,71.4%,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,,,13.7,,,,,,,,,,,,,,,,,78.9%,,,,,35.1%,,1179692.1440000000,1873912.7190000000,41.8092952,-87.61643967,"(-87.61643967, 41.8092952)"
400130,YCCS-Community Youth Development Institute HS,7836 S Union Ave,Chicago,IL,60620,(773) 224-2273,http://www.cps.edu,,,,,ORGANIZED,37.3%,88.9%,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,50,4,,,4,,,,,13.3,,,,,,,,,,,,,,,,,64.6%,,,,,45%,,1172956.4710000000,1852763.0820000000,41.75140973,-87.64176863,"(-87.64176863, 41.75140973)"
400131,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,2739 W Division St,Chicago,IL,60622,(773) 342-8022,http://www.cps.edu,,,,,NOT ENOUGH DATA,0%,25%,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,6,,,6,,,,,14,,,,,,,,,,,,,,,,,79.1%,,,,,40.7%,,1157751.6550000000,1907822.8780000000,41.90282236,-87.6959904,"(-87.6959904, 41.90282236)"
400133,YCCS-Innovations of Arts Integration HS,220 W 45th Pl,Chicago,IL,60609,(312) 999-9360 ,http://www.cps.edu,,,,,WELL-ORGANIZED,50.5%,100%,NEUTRAL,STRONG,STRONG,NEUTRAL,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,7,,,,,14.3,,,,,,,,,,,,,,,,,74.7%,,,,,40.2%,,1175448.6850000000,1874817.0690000000,41.8118729,-87.63197673,"(-87.63197673, 41.8118729)"
400134,YCCS-Jane Addams Alternative HS,1814 S Union Ave,Chicago,IL,60616,(312) 563-1748,http://www.cps.edu,,,,,WELL-ORGANIZED,52.6%,72.7%,VERY STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,79,10,,,10,,,,,15.1,,,,,,,,,,,,,,,,,86.6%,,,,,27.3%,,1171786.5110000000,1891307.5710000000,41.85720554,-87.64492465,"(-87.64492465, 41.85720554)"
400135,YCCS-Latino Youth Alternative HS,2001 S California Ave,Chicago,IL,60608,(773) 648-2130,http://www.cps.edu,,,,,PARTIALLY ORGANIZED,59.4%,76.9%,WEAK,NEUTRAL,STRONG,WEAK,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,58,6,,,6,,,,,14,,,,,,,,,,,,,,,,,79.7%,,,,,37.1%,,1158044.7340000000,1890272.7820000000,41.85465723,-87.69539303,"(-87.69539303, 41.85465723)"
400136,YCCS-Olive Harvey Middle College HS,10001 S Woodlawn Ave,Chicago,IL,60628,(773) 291-6517,http://www.cps.edu,,,,,PARTIALLY ORGANIZED,63.4%,75%,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,99,10,,,10,,,,,15.5,,,,,,,,,,,,,,,,,83.6%,,,,,38%,,1186575.8660000000,1838846.0290000000,41.71290861,-87.59229973,"(-87.59229973, 41.71290861)"
400137,Little Black Pearl Art and Design Academy,1060 E 47th St,Chicago,IL,60653,(773) 690-5500 ,http://www.cps.edu,,,,,NOT ENOUGH DATA,20.6%,66.7%,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,16,10,,,10,,,,,15.2,,,,,,,,,,,,,,,,,77.7%,,,,,42.7%,,1184339.2090000000,1874107.6190000000,41.80972239,-87.59938918,"(-87.59938918, 41.80972239)"
400139,YCCS-Sullivan House Alternative HS,8164 S South Chicago Ave,Chicago,IL,60617,(773) 978-8680,http://www.cps.edu,,,,,ORGANIZED,76.5%,83.3%,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,13.3,,,,,,,,,,,,,,,,,80.2%,,,,,18.1%,,1190223.4910000000,1851042.5380000000,41.74629013,-87.57854946,"(-87.57854946, 41.74629013)"
400141,YCCS-Truman Middle College HS,1145 W Wilson Ave,Chicago,IL,60640,(773) 907-4840,http://www.cps.edu,,,,,PARTIALLY ORGANIZED,74%,100%,WEAK,STRONG,STRONG,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,27,17,,,17,,,,,16.1,,,,,,,,,,,,,,,,,81.4%,,,,,39.1%,,1167577.7700000000,1930654.4720000000,41.96526739,-87.65923798,"(-87.65923798, 41.96526739)"
