,School Name,School ID,Network,Category,Category Breakdown,Grade,Year,Read,Math,Science,English,Composite,Read.1,Math.1,Science.1,English.1,Composite.1,Community
7085,URBAN PREP - WEST HS,400102.0,Charter,Race,Hispanic,11th Grade,2015.0,,,,,,1,1,1,1,1,28.0
7099,VOISE HS,610518.0,Network 3,Race,Native American,11th Grade,2015.0,,,,,,1,1,1,1,1,25.0
7100,VOISE HS,610518.0,Network 3,Race,Hispanic,11th Grade,2015.0,,,,,,6,6,6,6,6,25.0
7101,VOISE HS,610518.0,Network 3,Race,Black,11th Grade,2015.0,15.3,15.6,15.6,13.3,15.0,64,64,64,64,64,25.0
7180,VON STEUBEN HS,609737.0,Network 1,Race,Hispanic,11th Grade,2015.0,19.9,19.6,19.8,20.2,19.9,209,209,209,209,209,13.0
7181,VON STEUBEN HS,609737.0,Network 1,Race,Black,11th Grade,2015.0,19.6,20.2,20.5,20.4,20.2,55,55,55,55,55,13.0
7182,VON STEUBEN HS,609737.0,Network 1,Race,White,11th Grade,2015.0,21.8,22.0,21.8,23.2,22.2,82,82,82,82,82,13.0
7183,VON STEUBEN HS,609737.0,Network 1,Race,Other,11th Grade,2015.0,,,,,,9,9,9,9,9,13.0
7184,VON STEUBEN HS,609737.0,Network 1,Race,Asian / Pacific,11th Grade,2015.0,20.5,22.3,21.8,22.8,21.9,55,55,55,55,55,13.0
7256,WASHINGTON HS,609739.0,Network 13,Race,Other,11th Grade,2015.0,,,,,,1,1,1,1,1,52.0
7257,WASHINGTON HS,609739.0,Network 13,Race,Hispanic,11th Grade,2015.0,17.1,16.8,17.5,16.8,17.1,332,332,332,332,332,52.0
7258,WASHINGTON HS,609739.0,Network 13,Race,Native American,11th Grade,2015.0,,,,,,3,3,3,3,3,52.0
7259,WASHINGTON HS,609739.0,Network 13,Race,Black,11th Grade,2015.0,15.9,16.2,16.4,16.1,16.1,20,20,20,20,20,52.0
7260,WASHINGTON HS,609739.0,Network 13,Race,White,11th Grade,2015.0,18.5,17.8,19.2,19.8,18.8,17,17,17,17,17,52.0
7330,WELLS HS,609740.0,Network 6,Race,Hispanic,11th Grade,2015.0,15.6,16.1,15.3,14.4,15.3,64,64,64,64,64,24.0
7331,WELLS HS,609740.0,Network 6,Race,White,11th Grade,2015.0,,,,,,4,4,4,4,4,24.0
7332,WELLS HS,609740.0,Network 6,Race,Black,11th Grade,2015.0,15.7,15.9,14.8,14.0,15.1,66,66,66,66,66,24.0
7362,WESTINGHOUSE HS,609693.0,Network 5,Race,Other,11th Grade,2015.0,,,,,,2,2,2,2,2,23.0
7363,WESTINGHOUSE HS,609693.0,Network 5,Race,Hispanic,11th Grade,2015.0,21.5,21.8,21.3,22.2,21.7,97,97,97,97,97,23.0
7364,WESTINGHOUSE HS,609693.0,Network 5,Race,Native American,11th Grade,2015.0,,,,,,1,1,1,1,1,23.0
7365,WESTINGHOUSE HS,609693.0,Network 5,Race,Asian / Pacific,11th Grade,2015.0,21.1,24.5,21.7,23.1,22.6,17,17,17,17,17,23.0
7366,WESTINGHOUSE HS,609693.0,Network 5,Race,White,11th Grade,2015.0,,,,,,9,9,9,9,9,23.0
7367,WESTINGHOUSE HS,609693.0,Network 5,Race,Black,11th Grade,2015.0,18.7,19.3,19.8,19.4,19.3,154,154,154,154,154,23.0
7389,WILLIAMS HS,610380.0,Network 9,Race,Asian / Pacific,11th Grade,2015.0,,,,,,1,1,1,1,1,38.0
7390,WILLIAMS HS,610380.0,Network 9,Race,Other,11th Grade,2015.0,,,,,,1,1,1,1,1,38.0
7391,WILLIAMS HS,610380.0,Network 9,Race,Black,11th Grade,2015.0,17.5,16.8,17.8,18.2,17.6,69,69,69,69,69,38.0
7414,WORLD LANGUAGE HS,610392.0,Network 7,Race,Black,11th Grade,2015.0,,,,,,5,5,5,5,5,30.0
7415,WORLD LANGUAGE HS,610392.0,Network 7,Race,Hispanic,11th Grade,2015.0,17.0,16.6,17.5,19.2,17.6,86,86,86,86,86,30.0
7437,YCCS - ASPIRA PANTOJA,400125.0,Options,Race,Hispanic,11th Grade,2015.0,15.3,15.1,14.6,12.6,14.4,59,59,59,59,59,21.0
7438,YCCS - ASPIRA PANTOJA,400125.0,Options,Race,Black,11th Grade,2015.0,,,,,,1,1,1,1,1,21.0
7448,YCCS - ASSOCIATION HOUSE,400126.0,Options,Race,Black,11th Grade,2015.0,,,,,,1,1,1,1,1,23.0
7449,YCCS - ASSOCIATION HOUSE,400126.0,Options,Race,Hispanic,11th Grade,2015.0,,,,,,2,2,2,2,2,23.0
7457,YCCS - AUSTIN CAREER,400127.0,Options,Race,Black,11th Grade,2015.0,14.1,14.8,14.1,12.9,14.1,16,16,15,16,15,25.0
7466,YCCS - CAMPOS,400131.0,Options,Race,Hispanic,11th Grade,2015.0,15.9,15.9,15.5,14.1,15.4,15,15,15,15,15,24.0
7467,YCCS - CAMPOS,400131.0,Options,Race,Black,11th Grade,2015.0,,,,,,3,3,3,3,3,24.0
7468,YCCS - CAMPOS,400131.0,Options,Race,White,11th Grade,2015.0,,,,,,1,1,1,1,1,24.0
7475,YCCS - CCA ACADEMY,400128.0,Options,Race,Hispanic,11th Grade,2015.0,,,,,,1,1,1,1,1,29.0
7476,YCCS - CCA ACADEMY,400128.0,Options,Race,Black,11th Grade,2015.0,13.0,14.2,13.7,11.6,13.1,38,38,37,38,37,29.0
7481,YCCS - CHATHAM,400150.0,Options,Race,Black,11th Grade,2015.0,13.3,14.4,12.7,10.7,12.8,27,27,27,27,27,44.0
7482,YCCS - CHATHAM,400150.0,Options,Race,Hispanic,11th Grade,2015.0,,,,,,3,3,3,3,3,44.0
7487,YCCS - HOUSTON,400129.0,Options,Race,Black,11th Grade,2015.0,13.4,14.6,13.3,12.1,13.4,16,16,15,16,15,38.0
7494,YCCS - INNOVATIONS,400133.0,Options,Race,White,11th Grade,2015.0,,,,,,1,1,1,1,1,37.0
7495,YCCS - INNOVATIONS,400133.0,Options,Race,Black,11th Grade,2015.0,14.7,14.9,13.4,13.6,14.1,30,30,30,30,30,37.0
7496,YCCS - INNOVATIONS,400133.0,Options,Race,Hispanic,11th Grade,2015.0,,,,,,7,7,7,7,7,37.0
7505,YCCS - LATINO YOUTH,400135.0,Options,Race,Hispanic,11th Grade,2015.0,14.9,14.9,14.1,12.3,14.1,74,74,74,74,74,30.0
7506,YCCS - LATINO YOUTH,400135.0,Options,Race,Black,11th Grade,2015.0,,,,,,6,6,6,6,6,30.0
7513,YCCS - MCKINLEY,400124.0,Options,Race,Black,11th Grade,2015.0,13.9,14.3,13.7,11.0,13.2,50,50,50,50,50,35.0
7526,YCCS - SCHOLASTIC ACHIEVEMENT,400123.0,Options,Race,Hispanic,11th Grade,2015.0,,,,,,2,2,2,2,2,25.0
7527,YCCS - SCHOLASTIC ACHIEVEMENT,400123.0,Options,Race,Black,11th Grade,2015.0,14.9,14.6,13.9,12.1,13.9,54,54,54,54,54,25.0
7548,YCCS - TRUMAN,400141.0,Options,Race,Other,11th Grade,2015.0,,,,,,1,1,1,1,1,3.0
7549,YCCS - TRUMAN,400141.0,Options,Race,Native American,11th Grade,2015.0,,,,,,1,1,1,1,1,3.0
7550,YCCS - TRUMAN,400141.0,Options,Race,White,11th Grade,2015.0,,,,,,6,6,6,6,6,3.0
7551,YCCS - TRUMAN,400141.0,Options,Race,Hispanic,11th Grade,2015.0,15.6,16.0,15.6,13.5,15.2,29,29,29,29,29,3.0
7552,YCCS - TRUMAN,400141.0,Options,Race,Asian / Pacific,11th Grade,2015.0,,,,,,4,4,4,4,4,3.0
7553,YCCS - TRUMAN,400141.0,Options,Race,Black,11th Grade,2015.0,17.9,15.6,15.7,14.4,15.9,13,13,13,13,13,3.0
7564,YCCS - VIRTUAL,400142.0,Options,Race,White,11th Grade,2015.0,,,,,,1,1,1,1,1,28.0
7565,YCCS - VIRTUAL,400142.0,Options,Race,Hispanic,11th Grade,2015.0,,,,,,4,4,4,4,4,28.0
7566,YCCS - VIRTUAL,400142.0,Options,Race,Black,11th Grade,2015.0,,,,,,9,9,9,9,9,28.0
7573,YCCS - WEST TOWN,400143.0,Options,Race,Black,11th Grade,2015.0,14.1,14.9,15.3,13.0,14.3,47,47,47,47,47,23.0
7574,YCCS - WEST TOWN,400143.0,Options,Race,White,11th Grade,2015.0,,,,,,1,1,1,1,1,23.0
7575,YCCS - WEST TOWN,400143.0,Options,Race,Hispanic,11th Grade,2015.0,14.5,15.5,14.6,13.3,14.5,21,21,21,21,21,23.0
7582,YCCS - WESTSIDE HOLISTIC,400144.0,Options,Race,Hispanic,11th Grade,2015.0,,,,,,1,1,1,1,1,25.0
7583,YCCS - WESTSIDE HOLISTIC,400144.0,Options,Race,Black,11th Grade,2015.0,14.3,15.6,14.5,12.3,14.2,31,31,31,31,31,25.0
7590,YCCS - YOUTH CONNECTION,400145.0,Options,Race,Hispanic,11th Grade,2015.0,,,,,,2,2,2,2,2,35.0
7591,YCCS - YOUTH CONNECTION,400145.0,Options,Race,Native American,11th Grade,2015.0,,,,,,1,1,1,1,1,35.0
7592,YCCS - YOUTH CONNECTION,400145.0,Options,Race,Black,11th Grade,2015.0,14.5,14.4,14.1,11.7,13.6,31,31,31,31,31,35.0
7599,YCCS - YOUTH DEVELOPMENT,400130.0,Options,Race,Black,11th Grade,2015.0,14.3,14.9,13.9,12.3,13.8,28,28,28,28,28,71.0
7676,YOUNG HS,609755.0,ISP,Race,Black,11th Grade,2015.0,25.6,24.8,24.1,25.4,25.0,115,115,115,115,115,28.0
7677,YOUNG HS,609755.0,ISP,Race,Other,11th Grade,2015.0,29.6,27.6,27.7,30.1,28.7,18,18,18,18,18,28.0
7678,YOUNG HS,609755.0,ISP,Race,Native American,11th Grade,2015.0,,,,,,1,1,1,1,1,28.0
7679,YOUNG HS,609755.0,ISP,Race,Asian / Pacific,11th Grade,2015.0,29.1,30.3,28.5,29.3,29.3,67,67,67,67,67,28.0
7680,YOUNG HS,609755.0,ISP,Race,White,11th Grade,2015.0,30.0,29.3,27.8,30.8,29.5,148,148,148,148,148,28.0
7681,YOUNG HS,609755.0,ISP,Race,Hispanic,11th Grade,2015.0,26.0,25.8,24.9,25.8,25.6,140,140,140,140,140,28.0
7740,YOUNG WOMENS HS,400087.0,Charter,Race,Unknown Race,11th Grade,2015.0,,,,,,2,2,2,2,2,35.0
7741,YOUNG WOMENS HS,400087.0,Charter,Race,Other,11th Grade,2015.0,,,,,,2,2,2,2,2,35.0
7742,YOUNG WOMENS HS,400087.0,Charter,Race,White,11th Grade,2015.0,,,,,,1,1,1,1,1,35.0
7743,YOUNG WOMENS HS,400087.0,Charter,Race,Hispanic,11th Grade,2015.0,,,,,,5,5,5,5,5,35.0
7744,YOUNG WOMENS HS,400087.0,Charter,Race,Black,11th Grade,2015.0,17.1,16.8,16.0,15.8,16.4,42,42,42,42,42,35.0
7764,ACE TECH HS,400010.0,Charter,Gender,Female,11th Grade,2015.0,14.5,15.8,16.0,14.1,15.1,61,61,61,61,61,40.0
7765,ACE TECH HS,400010.0,Charter,Gender,Male,11th Grade,2015.0,14.3,15.8,14.2,13.0,14.3,56,56,56,56,56,40.0
7774,AIR FORCE HS,610513.0,Service Leadership Academies,Gender,Female,11th Grade,2015.0,18.6,17.9,19.7,19.6,19.0,30,30,30,30,30,34.0
7775,AIR FORCE HS,610513.0,Service Leadership Academies,Gender,Male,11th Grade,2015.0,18.1,17.7,19.0,18.9,18.4,56,56,56,56,56,34.0
7784,ALCOTT HS,610524.0,Network 4,Gender,Female,11th Grade,2015.0,16.2,16.9,18.3,17.2,17.2,26,26,26,26,26,5.0
7785,ALCOTT HS,610524.0,Network 4,Gender,Male,11th Grade,2015.0,17.1,18.3,18.6,16.5,17.6,28,28,28,28,28,5.0
7788,AMANDLA,400012.0,Charter,Gender,Female,11th Grade,2015.0,17.4,16.8,15.9,16.0,16.5,14,14,14,14,14,68.0
7789,AMANDLA,400012.0,Charter,Gender,Male,11th Grade,2015.0,16.3,16.6,17.0,14.8,16.2,18,18,18,18,18,68.0
7820,AMUNDSEN HS,609695.0,Network 2,Gender,Male,11th Grade,2015.0,18.5,18.0,18.8,17.8,18.3,121,121,121,121,121,4.0
7821,AMUNDSEN HS,609695.0,Network 2,Gender,Female,11th Grade,2015.0,18.1,17.5,17.5,18.7,18.0,125,125,125,125,125,4.0
7836,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,Gender,Female,11th Grade,2015.0,17.5,16.5,18.0,15.8,17.0,51,51,51,51,51,21.0
7837,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,Gender,Male,11th Grade,2015.0,16.1,16.9,16.8,14.9,16.2,60,60,60,60,60,21.0
7870,AUSTIN BUS & ENTRP HS,400018.0,Network 3,Gender,Female,11th Grade,2015.0,14.6,14.4,14.3,12.4,13.9,10,10,10,10,10,25.0
7871,AUSTIN BUS & ENTRP HS,400018.0,Network 3,Gender,Male,11th Grade,2015.0,13.9,15.3,14.3,12.6,14.0,16,16,16,16,16,25.0
7884,AUSTIN POLY HS,610501.0,Network 3,Gender,Male,11th Grade,2015.0,13.3,15.0,15.1,12.6,14.3,19,19,18,19,18,25.0
7885,AUSTIN POLY HS,610501.0,Network 3,Gender,Female,11th Grade,2015.0,14.3,14.6,14.4,12.6,14.0,14,14,14,14,14,25.0
7890,BANNER THERAPEUTIC HS,800001.0,,Gender,Male,11th Grade,2015.0,,,,,,1,1,1,1,1,1.1
7891,BANNER THERAPEUTIC HS,800001.0,,Gender,Female,11th Grade,2015.0,,,,,,5,5,5,5,5,1.1
7898,BANNER WEST HS,610555.0,Options,Gender,Male,11th Grade,2015.0,,,,,,4,4,4,4,4,25.0
7899,BANNER WEST HS,610555.0,Options,Gender,Female,11th Grade,2015.0,,,,,,7,7,7,7,7,25.0
7902,BEACON THERAPEUTIC HS,800003.0,,Gender,Male,11th Grade,2015.0,,,,,,6,6,6,6,6,1.1
7933,BOGAN HS,609698.0,Network 10,Gender,Female,11th Grade,2015.0,16.0,14.9,15.3,14.2,15.1,113,113,113,113,113,70.0
7934,BOGAN HS,609698.0,Network 10,Gender,Male,11th Grade,2015.0,15.3,15.0,15.5,13.6,14.9,108,108,108,108,108,70.0
7953,BOWEN HS,610323.0,Network 12,Gender,Female,11th Grade,2015.0,14.4,14.8,14.9,12.8,14.2,45,45,45,45,45,46.0
7954,BOWEN HS,610323.0,Network 12,Gender,Male,11th Grade,2015.0,14.0,15.0,14.8,12.8,14.1,52,52,52,52,52,46.0
7971,BRONZEVILLE HS,610381.0,Network 9,Gender,Female,11th Grade,2015.0,15.6,15.8,16.9,14.6,15.7,54,54,54,54,54,38.0
7972,BRONZEVILLE HS,610381.0,Network 9,Gender,Male,11th Grade,2015.0,15.3,15.7,16.0,14.6,15.4,34,34,34,34,34,38.0
8003,BROOKS HS,609726.0,ISP,Gender,Female,11th Grade,2015.0,22.3,20.3,21.2,24.4,22.1,117,117,117,117,117,49.0
8004,BROOKS HS,609726.0,ISP,Gender,Male,11th Grade,2015.0,23.9,21.2,22.5,24.4,23.0,70,70,70,70,70,49.0
8011,CAMELOT - CHICAGO EXCEL HS,400147.0,Options,Gender,Male,11th Grade,2015.0,12.6,13.7,12.0,10.3,12.1,14,14,14,14,14,75.0
8012,CAMELOT - CHICAGO EXCEL HS,400147.0,Options,Gender,Female,11th Grade,2015.0,15.5,14.2,13.5,13.3,14.1,17,17,17,17,17,75.0
8017,CAMELOT - EXCEL ENGLEWOOD HS,610565.0,Options,Gender,Female,11th Grade,2015.0,13.0,14.7,13.0,11.5,13.1,11,11,11,11,11,68.0
8018,CAMELOT - EXCEL ENGLEWOOD HS,610565.0,Options,Gender,Male,11th Grade,2015.0,12.9,13.9,13.1,12.4,13.1,14,14,14,14,14,68.0
8021,CAMELOT - EXCEL SOUTHWEST HS,400176.0,Options,Gender,Female,11th Grade,2015.0,,,,,,4,4,4,4,4,1.1
8022,CAMELOT - EXCEL SOUTHWEST HS,400176.0,Options,Gender,Male,11th Grade,2015.0,,,,,,7,7,7,7,7,1.1
8025,CAMELOT - EXCEL WOODLAWN HS,400175.0,Options,Gender,Male,11th Grade,2015.0,,,,,,1,1,1,1,1,1.1
8062,CARVER MILITARY HS,609760.0,Service Leadership Academies,Gender,Female,11th Grade,2015.0,18.0,17.2,18.3,17.7,17.8,66,66,66,66,66,54.0
8063,CARVER MILITARY HS,609760.0,Service Leadership Academies,Gender,Male,11th Grade,2015.0,17.0,17.5,18.0,16.7,17.3,55,55,55,55,55,54.0
8068,CATALYST - MARIA,400115.0,Charter,Gender,Female,11th Grade,2015.0,17.2,16.2,17.7,17.5,17.2,84,84,84,84,84,1.1
8069,CATALYST - MARIA,400115.0,Charter,Gender,Male,11th Grade,2015.0,16.1,17.2,18.0,17.5,17.2,57,57,57,57,57,1.1
8094,CHICAGO ACADEMY HS,610340.0,AUSL,Gender,Female,11th Grade,2015.0,18.7,18.1,18.5,18.9,18.6,61,61,61,61,61,17.0
8095,CHICAGO ACADEMY HS,610340.0,AUSL,Gender,Male,11th Grade,2015.0,18.2,19.2,20.1,18.2,18.9,65,65,65,65,65,17.0
8126,CHICAGO AGRICULTURE HS,609753.0,Network 10,Gender,Female,11th Grade,2015.0,19.5,18.6,19.6,21.5,19.8,84,84,84,84,84,74.0
8127,CHICAGO AGRICULTURE HS,609753.0,Network 10,Gender,Male,11th Grade,2015.0,19.8,19.5,20.8,21.6,20.4,62,62,62,62,62,74.0
8136,CHICAGO ARTS HS,400022.0,Contract,Gender,Male,11th Grade,2015.0,18.7,17.6,17.9,18.2,18.1,43,43,43,43,43,35.0
8137,CHICAGO ARTS HS,400022.0,Contract,Gender,Female,11th Grade,2015.0,20.2,18.4,19.8,20.7,19.8,82,82,82,82,82,35.0
8154,CHICAGO MATH & SCIENCE HS,400035.0,Charter,Gender,Male,11th Grade,2015.0,17.5,18.7,17.4,18.3,18.0,37,37,37,37,37,1.0
8155,CHICAGO MATH & SCIENCE HS,400035.0,Charter,Gender,Female,11th Grade,2015.0,19.4,20.0,18.8,19.9,19.5,38,38,38,38,38,1.0
8184,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,Gender,Female,11th Grade,2015.0,16.8,16.1,17.0,17.1,16.8,54,54,54,54,54,35.0
8185,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,Gender,Male,11th Grade,2015.0,17.7,16.9,18.9,18.1,17.9,61,61,61,61,61,35.0
8194,CHICAGO TECH HS,400091.0,Contract,Gender,Female,11th Grade,2015.0,15.8,16.0,17.0,15.2,16.0,25,25,25,25,25,28.0
8195,CHICAGO TECH HS,400091.0,Contract,Gender,Male,11th Grade,2015.0,15.9,16.3,16.5,14.8,15.9,62,62,62,62,62,28.0
8208,CHICAGO VIRTUAL,400036.0,Charter,Gender,Male,11th Grade,2015.0,22.1,19.2,21.0,20.5,20.7,15,15,15,15,15,28.0
8209,CHICAGO VIRTUAL,400036.0,Charter,Gender,Female,11th Grade,2015.0,21.3,17.5,19.0,20.8,19.7,25,25,25,25,25,28.0
8240,CHICAGO VOCATIONAL HS,609674.0,Network 12,Gender,Female,11th Grade,2015.0,15.0,14.9,15.8,14.4,15.1,107,107,107,107,107,45.0
8241,CHICAGO VOCATIONAL HS,609674.0,Network 12,Gender,Male,11th Grade,2015.0,14.2,15.0,15.3,13.8,14.6,96,96,96,96,96,45.0
8246,CICS - CHICAGOQUEST HS,400113.0,Charter,Gender,Male,11th Grade,2015.0,,,,,,4,4,4,4,4,8.0
8247,CICS - CHICAGOQUEST HS,400113.0,Charter,Gender,Female,11th Grade,2015.0,,,,,,2,2,2,2,2,8.0
8262,CICS - ELLISON HS,400032.0,Charter,Gender,Male,11th Grade,2015.0,15.4,15.7,15.6,15.2,15.5,61,61,61,61,61,71.0
8263,CICS - ELLISON HS,400032.0,Charter,Gender,Female,11th Grade,2015.0,16.4,15.3,15.8,15.7,15.8,51,51,51,51,51,71.0
8274,CICS - HAWKINS HS,400108.0,Charter,Gender,Female,11th Grade,2015.0,15.4,16.5,16.8,14.6,15.8,13,13,13,13,13,54.0
8275,CICS - HAWKINS HS,400108.0,Charter,Gender,Male,11th Grade,2015.0,16.4,16.5,17.0,17.4,16.8,11,11,11,11,11,54.0
8306,CICS - LONGWOOD,400033.0,Charter,Gender,Female,11th Grade,2015.0,16.1,15.9,15.9,16.3,16.1,44,44,44,44,44,73.0
8307,CICS - LONGWOOD,400033.0,Charter,Gender,Male,11th Grade,2015.0,14.3,15.3,15.1,13.6,14.6,50,50,50,50,50,73.0
8332,CICS - NORTHTOWN HS,400034.0,Charter,Gender,Male,11th Grade,2015.0,19.2,18.7,20.2,19.5,19.4,100,100,100,100,100,13.0
8333,CICS - NORTHTOWN HS,400034.0,Charter,Gender,Female,11th Grade,2015.0,19.6,18.9,19.8,20.9,19.8,94,94,94,94,94,13.0
8336,CITYWIDE OSS SCHOOLS,610497.0,,Gender,Male,11th Grade,2015.0,,,,,,1,1,1,1,1,1.1
8337,CITYWIDE OSS SCHOOLS,610497.0,,Gender,Female,11th Grade,2015.0,,,,,,2,2,1,1,1,1.1
8358,CLARK HS,610244.0,Network 3,Gender,Male,11th Grade,2015.0,15.8,15.9,17.0,15.5,16.1,40,40,40,40,40,25.0
8359,CLARK HS,610244.0,Network 3,Gender,Female,11th Grade,2015.0,15.5,15.6,17.0,15.0,15.8,51,51,51,51,51,25.0
8390,CLEMENTE HS,609759.0,Network 5,Gender,Female,11th Grade,2015.0,16.3,16.0,17.0,15.6,16.2,64,64,64,64,64,24.0
8391,CLEMENTE HS,609759.0,Network 5,Gender,Male,11th Grade,2015.0,16.2,16.3,16.6,14.7,15.9,112,112,112,112,112,24.0
8404,COLLINS HS,610499.0,AUSL,Gender,Female,11th Grade,2015.0,15.6,15.4,15.2,14.4,15.1,51,51,51,51,51,29.0
8405,COLLINS HS,610499.0,AUSL,Gender,Male,11th Grade,2015.0,15.4,15.7,15.5,13.1,15.0,36,36,35,36,35,29.0
8420,COMMUNITY SERVICES WEST HS,400038.0,Options,Gender,Female,11th Grade,2015.0,,,,,,7,7,7,7,7,29.0
8421,COMMUNITY SERVICES WEST HS,400038.0,Options,Gender,Male,11th Grade,2015.0,,,,,,6,6,6,6,6,29.0
8452,CORLISS HS,609761.0,Network 13,Gender,Male,11th Grade,2015.0,14.0,14.8,14.1,13.4,14.1,45,45,45,45,45,50.0
8453,CORLISS HS,609761.0,Network 13,Gender,Female,11th Grade,2015.0,13.6,14.6,14.6,12.3,13.8,57,57,57,57,57,50.0
8484,CRANE HS,609702.0,,Gender,Male,11th Grade,2015.0,,,,,,2,2,2,2,2,28.0
8515,CURIE HS,609756.0,Network 8,Gender,Male,11th Grade,2015.0,17.0,17.6,17.3,16.4,17.1,343,343,343,343,343,57.0
8516,CURIE HS,609756.0,Network 8,Gender,Female,11th Grade,2015.0,17.6,17.7,17.8,17.4,17.6,334,334,334,334,334,57.0
8537,DEVRY HS,610402.0,Network 4,Gender,Female,11th Grade,2015.0,20.8,19.6,20.4,22.1,20.7,47,47,47,47,47,5.0
8538,DEVRY HS,610402.0,Network 4,Gender,Male,11th Grade,2015.0,20.1,20.6,20.7,21.3,20.7,50,50,50,50,50,5.0
8561,DOUGLASS HS,610245.0,Network 3,Gender,Female,11th Grade,2015.0,14.5,14.4,13.8,12.6,13.8,37,37,37,37,37,25.0
8562,DOUGLASS HS,610245.0,Network 3,Gender,Male,11th Grade,2015.0,14.8,14.8,14.4,12.5,14.2,33,33,33,33,33,25.0
8593,DUNBAR HS,609676.0,Network 9,Gender,Male,11th Grade,2015.0,14.7,15.1,14.7,12.6,14.3,77,77,77,77,77,35.0
8594,DUNBAR HS,609676.0,Network 9,Gender,Female,11th Grade,2015.0,15.4,15.2,15.5,13.1,14.8,123,123,123,123,123,35.0
8629,EPIC HS,400094.0,Charter,Gender,Female,11th Grade,2015.0,18.0,16.7,17.9,18.3,17.7,48,48,48,48,48,46.0
8630,EPIC HS,400094.0,Charter,Gender,Male,11th Grade,2015.0,16.9,16.2,18.2,17.2,17.1,50,50,50,50,50,46.0
8661,FARRAGUT HS,609704.0,Network 7,Gender,Female,11th Grade,2015.0,15.3,16.7,16.0,14.8,15.7,88,88,88,88,88,30.0
8662,FARRAGUT HS,609704.0,Network 7,Gender,Male,11th Grade,2015.0,15.1,16.7,15.6,14.1,15.4,116,117,116,117,116,30.0
8693,FENGER HS,609705.0,Network 13,Gender,Male,11th Grade,2015.0,14.2,14.7,14.6,12.8,14.1,41,41,41,41,41,49.0
8694,FENGER HS,609705.0,Network 13,Gender,Female,11th Grade,2015.0,15.0,15.0,15.2,13.9,14.8,48,48,48,48,48,49.0
8733,FOREMAN HS,609708.0,Network 3,Gender,Female,11th Grade,2015.0,15.9,17.0,16.4,15.3,16.2,97,97,97,97,97,15.0
8734,FOREMAN HS,609708.0,Network 3,Gender,Male,11th Grade,2015.0,15.5,17.3,16.8,15.0,16.1,157,157,157,157,157,15.0
8765,GAGE PARK HS,609709.0,Network 8,Gender,Female,11th Grade,2015.0,15.9,15.5,15.6,14.5,15.4,57,57,56,57,56,63.0
8766,GAGE PARK HS,609709.0,Network 8,Gender,Male,11th Grade,2015.0,15.0,15.6,15.8,14.0,15.1,49,49,49,49,49,63.0
8769,GOODE HS,610558.0,Network 10,Gender,Female,11th Grade,2015.0,18.6,17.9,18.6,19.2,18.6,90,90,90,90,90,70.0
8770,GOODE HS,610558.0,Network 10,Gender,Male,11th Grade,2015.0,17.2,18.8,18.7,17.5,18.1,104,104,104,104,104,70.0
8801,HANCOCK HS,609694.0,Network 8,Gender,Female,11th Grade,2015.0,17.4,16.1,17.1,16.4,16.7,134,134,134,134,134,62.0
8802,HANCOCK HS,609694.0,Network 8,Gender,Male,11th Grade,2015.0,17.1,16.6,17.9,16.3,17.0,94,94,94,94,94,62.0
8833,HARLAN HS,609710.0,Network 12,Gender,Female,11th Grade,2015.0,15.6,14.9,15.4,14.7,15.2,71,71,71,71,71,49.0
8834,HARLAN HS,609710.0,Network 12,Gender,Male,11th Grade,2015.0,14.6,15.4,15.6,13.6,14.8,73,73,73,73,73,49.0
8865,HARPER HS,609711.0,Network 11,Gender,Female,11th Grade,2015.0,14.1,15.0,14.4,13.7,14.3,44,44,44,44,44,67.0
8866,HARPER HS,609711.0,Network 11,Gender,Male,11th Grade,2015.0,13.6,15.3,13.6,12.0,13.6,49,49,49,49,49,67.0
8895,HIRSCH HS,609712.0,Network 12,Gender,Male,11th Grade,2015.0,13.0,14.4,13.3,11.5,13.0,21,21,21,21,21,69.0
8896,HIRSCH HS,609712.0,Network 12,Gender,Female,11th Grade,2015.0,13.7,14.3,14.0,12.3,13.6,23,23,23,23,23,69.0
8927,HOPE HS,609768.0,Network 11,Gender,Male,11th Grade,2015.0,14.8,15.0,15.8,12.8,14.6,25,25,25,25,25,68.0
8928,HOPE HS,609768.0,Network 11,Gender,Female,11th Grade,2015.0,14.8,15.4,15.3,15.4,15.2,33,33,33,33,33,68.0
8959,HUBBARD HS,609741.0,Network 10,Gender,Female,11th Grade,2015.0,17.6,17.1,17.6,17.4,17.4,186,186,186,186,186,65.0
8960,HUBBARD HS,609741.0,Network 10,Gender,Male,11th Grade,2015.0,16.4,17.1,17.1,16.3,16.7,177,177,177,177,177,65.0
8991,HYDE PARK HS,609713.0,Network 9,Gender,Female,11th Grade,2015.0,16.3,15.5,15.8,15.5,15.7,114,114,114,114,114,42.0
8992,HYDE PARK HS,609713.0,Network 9,Gender,Male,11th Grade,2015.0,14.8,15.6,15.3,14.1,15.0,91,91,91,91,91,42.0
9009,INFINITY HS,610384.0,Network 7,Gender,Male,11th Grade,2015.0,18.1,21.1,20.5,19.0,19.7,61,61,61,61,61,30.0
