,School Name,School ID,Network,Category,Category Breakdown,Grade,Year,Read,Math,Science,English,Composite,Read.1,Math.1,Science.1,English.1,Composite.1,Community
6672,STEINMETZ HS,609732.0,Network 3,Race,Hispanic,11th Grade,2011.0,15.9,16.6,16.9,14.8,16.0,293,293,293,293,293,19
6673,STEINMETZ HS,609732.0,Network 3,Race,Native American,11th Grade,2011.0,,,,,,1,1,1,1,1,19
6674,STEINMETZ HS,609732.0,Network 3,Race,Black,11th Grade,2011.0,15.6,16.2,16.4,14.4,15.6,79,79,79,79,79,19
6675,STEINMETZ HS,609732.0,Network 3,Race,Asian / Pacific,11th Grade,2011.0,,,,,,6,6,6,6,6,19
6755,SULLIVAN HS,609733.0,Network 2,Race,Asian / Pacific,11th Grade,2011.0,13.0,17.2,17.5,13.9,15.4,11,11,11,11,11,1
6756,SULLIVAN HS,609733.0,Network 2,Race,Black,11th Grade,2011.0,15.3,16.4,16.1,14.1,15.5,75,76,75,76,75,1
6757,SULLIVAN HS,609733.0,Network 2,Race,White,11th Grade,2011.0,,,,,,4,4,4,4,4,1
6758,SULLIVAN HS,609733.0,Network 2,Race,Hispanic,11th Grade,2011.0,15.3,16.3,15.8,13.4,15.2,43,43,43,43,43,1
6759,SULLIVAN HS,609733.0,Network 2,Race,Native American,11th Grade,2011.0,,,,,,1,1,1,1,1,1
6760,SULLIVAN HS,609733.0,Network 2,Race,Other,11th Grade,2011.0,,,,,,4,4,4,4,4,1
6842,TAFT HS,609734.0,Network 1,Race,Other,11th Grade,2011.0,,,,,,5,5,5,5,5,10
6843,TAFT HS,609734.0,Network 1,Race,Asian / Pacific,11th Grade,2011.0,16.8,18.5,18.2,17.0,17.6,45,45,45,45,45,10
6844,TAFT HS,609734.0,Network 1,Race,White,11th Grade,2011.0,18.3,18.2,18.2,18.4,18.3,309,309,309,309,309,10
6845,TAFT HS,609734.0,Network 1,Race,Hispanic,11th Grade,2011.0,17.5,17.4,17.1,17.1,17.3,223,223,223,223,223,10
6846,TAFT HS,609734.0,Network 1,Race,Black,11th Grade,2011.0,16.7,16.2,15.8,17.8,16.6,13,13,13,13,13,10
6847,TAFT HS,609734.0,Network 1,Race,Native American,11th Grade,2011.0,,,,,,5,5,5,5,5,10
6879,TEAM HS,610506.0,Network 11,Race,Hispanic,11th Grade,2011.0,,,,,,1,1,1,1,1,68
6880,TEAM HS,610506.0,Network 11,Race,Black,11th Grade,2011.0,14.8,16.1,15.8,14.5,15.3,91,91,91,91,91,68
6936,TILDEN HS,609735.0,Network 8,Race,Hispanic,11th Grade,2011.0,12.8,15.7,15.5,11.5,13.9,20,20,20,20,20,61
6937,TILDEN HS,609735.0,Network 8,Race,White,11th Grade,2011.0,,,,,,3,3,3,3,3,61
6938,TILDEN HS,609735.0,Network 8,Race,Black,11th Grade,2011.0,12.9,14.9,14.4,11.2,13.4,107,107,107,107,107,61
6939,TILDEN HS,609735.0,Network 8,Race,Asian / Pacific,11th Grade,2011.0,,,,,,2,2,2,2,2,61
6966,U OF C - WOODLAWN HS,400077.0,Charter,Race,Other,11th Grade,2011.0,,,,,,1,1,1,1,1,42
6967,U OF C - WOODLAWN HS,400077.0,Charter,Race,Hispanic,11th Grade,2011.0,,,,,,1,1,1,1,1,42
6968,U OF C - WOODLAWN HS,400077.0,Charter,Race,White,11th Grade,2011.0,,,,,,1,1,1,1,1,42
6969,U OF C - WOODLAWN HS,400077.0,Charter,Race,Asian / Pacific,11th Grade,2011.0,,,,,,1,1,1,1,1,42
6970,U OF C - WOODLAWN HS,400077.0,Charter,Race,Black,11th Grade,2011.0,15.7,17.2,17.0,15.4,16.3,52,52,52,52,52,42
6982,UNO - GARCIA HS,400085.0,Charter,Race,Black,11th Grade,2011.0,,,,,,1,1,1,1,1,57
6983,UNO - GARCIA HS,400085.0,Charter,Race,Hispanic,11th Grade,2011.0,17.1,18.5,18.6,19.4,18.4,117,117,117,117,117,57
7025,UPLIFT HS,610394.0,Network 2,Race,Black,11th Grade,2011.0,16.6,16.1,17.3,16.3,16.6,99,99,99,99,99,3
7026,UPLIFT HS,610394.0,Network 2,Race,Native American,11th Grade,2011.0,,,,,,1,1,1,1,1,3
7027,UPLIFT HS,610394.0,Network 2,Race,Asian / Pacific,11th Grade,2011.0,,,,,,6,6,6,6,6,3
7028,UPLIFT HS,610394.0,Network 2,Race,White,11th Grade,2011.0,,,,,,1,1,1,1,1,3
7029,UPLIFT HS,610394.0,Network 2,Race,Hispanic,11th Grade,2011.0,18.4,16.9,19.2,17.9,18.1,18,18,18,18,18,3
7065,URBAN PREP - ENGLEWOOD HS,400086.0,Charter,Race,Black,11th Grade,2011.0,16.1,16.1,16.5,15.0,15.9,110,110,110,110,110,68
7066,URBAN PREP - ENGLEWOOD HS,400086.0,Charter,Race,Other,11th Grade,2011.0,,,,,,1,1,1,1,1,68
7088,VOISE HS,610518.0,Network 3,Race,Black,11th Grade,2011.0,14.3,15.3,15.0,13.1,14.4,116,116,116,116,116,25
7089,VOISE HS,610518.0,Network 3,Race,Hispanic,11th Grade,2011.0,,,,,,1,1,1,1,1,25
7090,VOISE HS,610518.0,Network 3,Race,Other,11th Grade,2011.0,,,,,,1,1,1,1,1,25
7156,VON STEUBEN HS,609737.0,Network 1,Race,Native American,11th Grade,2011.0,,,,,,6,6,6,6,6,13
7157,VON STEUBEN HS,609737.0,Network 1,Race,White,11th Grade,2011.0,21.2,21.4,21.1,22.4,21.5,88,88,88,88,88,13
7158,VON STEUBEN HS,609737.0,Network 1,Race,Hispanic,11th Grade,2011.0,19.5,20.3,19.5,20.2,19.8,142,142,142,142,142,13
7159,VON STEUBEN HS,609737.0,Network 1,Race,Asian / Pacific,11th Grade,2011.0,21.4,22.7,21.3,21.6,21.8,39,39,39,39,39,13
7160,VON STEUBEN HS,609737.0,Network 1,Race,Other,11th Grade,2011.0,20.9,23.2,21.9,23.1,22.3,10,10,10,10,10,13
7161,VON STEUBEN HS,609737.0,Network 1,Race,Black,11th Grade,2011.0,18.1,19.3,19.1,20.1,19.1,58,58,58,58,58,13
7237,WASHINGTON HS,609739.0,Network 13,Race,Black,11th Grade,2011.0,14.6,15.2,15.6,13.3,14.7,26,26,26,26,26,52
7238,WASHINGTON HS,609739.0,Network 13,Race,White,11th Grade,2011.0,16.4,15.3,17.6,14.3,15.9,20,20,20,20,20,52
7239,WASHINGTON HS,609739.0,Network 13,Race,Hispanic,11th Grade,2011.0,15.5,15.8,16.2,14.7,15.6,294,294,294,294,294,52
7240,WASHINGTON HS,609739.0,Network 13,Race,Other,11th Grade,2011.0,,,,,,1,1,1,1,1,52
7310,WELLS HS,609740.0,Network 6,Race,Black,11th Grade,2011.0,14.5,15.2,15.1,12.8,14.4,60,60,60,60,60,24
7311,WELLS HS,609740.0,Network 6,Race,Native American,11th Grade,2011.0,,,,,,2,2,2,2,2,24
7312,WELLS HS,609740.0,Network 6,Race,Hispanic,11th Grade,2011.0,15.2,16.1,15.7,13.9,15.2,79,79,79,79,79,24
7313,WELLS HS,609740.0,Network 6,Race,Other,11th Grade,2011.0,,,,,,2,2,2,2,2,24
7314,WELLS HS,609740.0,Network 6,Race,White,11th Grade,2011.0,,,,,,4,4,4,4,4,24
7378,WILLIAMS HS,610380.0,Network 9,Race,Black,11th Grade,2011.0,18.1,17.1,17.5,17.4,17.5,71,71,71,71,71,38
7379,WILLIAMS HS,610380.0,Network 9,Race,Other,11th Grade,2011.0,,,,,,1,1,1,1,1,38
7404,WORLD LANGUAGE HS,610392.0,Network 7,Race,Hispanic,11th Grade,2011.0,15.6,15.8,16.6,16.5,16.1,91,91,91,91,91,30
7405,WORLD LANGUAGE HS,610392.0,Network 7,Race,Black,11th Grade,2011.0,,,,,,3,3,3,3,3,30
7406,WORLD LANGUAGE HS,610392.0,Network 7,Race,Native American,11th Grade,2011.0,,,,,,1,1,1,1,1,30
7654,YOUNG HS,609755.0,ISP,Race,Black,11th Grade,2011.0,25.6,25.3,24.3,25.8,25.3,140,140,140,140,140,28
7655,YOUNG HS,609755.0,ISP,Race,Asian / Pacific,11th Grade,2011.0,26.8,28.9,26.7,27.9,27.6,79,79,79,79,79,28
7656,YOUNG HS,609755.0,ISP,Race,Other,11th Grade,2011.0,27.3,26.1,25.3,26.1,26.2,27,27,27,27,27,28
7657,YOUNG HS,609755.0,ISP,Race,Hispanic,11th Grade,2011.0,26.3,25.1,24.4,26.0,25.4,100,100,100,100,100,28
7658,YOUNG HS,609755.0,ISP,Race,White,11th Grade,2011.0,28.5,28.6,27.0,29.3,28.3,129,129,129,129,129,28
7723,YOUNG WOMENS HS,400087.0,Charter,Race,White,11th Grade,2011.0,,,,,,4,4,4,4,4,35
7724,YOUNG WOMENS HS,400087.0,Charter,Race,Hispanic,11th Grade,2011.0,,,,,,8,8,8,8,8,35
7725,YOUNG WOMENS HS,400087.0,Charter,Race,Black,11th Grade,2011.0,16.3,16.1,17.7,15.6,16.4,38,38,38,38,38,35
7756,ACE TECH HS,400010.0,Charter,Gender,Male,11th Grade,2011.0,15.6,17.1,17.1,15.1,16.2,59,59,59,59,59,40
7757,ACE TECH HS,400010.0,Charter,Gender,Female,11th Grade,2011.0,15.2,17.0,17.3,14.7,16.0,46,46,46,46,46,40
7812,AMUNDSEN HS,609695.0,Network 2,Gender,Male,11th Grade,2011.0,15.6,16.9,16.8,15.2,16.1,180,180,180,180,180,4
7813,AMUNDSEN HS,609695.0,Network 2,Gender,Female,11th Grade,2011.0,16.9,16.8,17.2,17.1,17.0,187,187,187,187,187,4
7828,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,Gender,Female,11th Grade,2011.0,15.9,16.2,16.6,14.0,15.7,66,66,66,66,66,21
7829,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,Gender,Male,11th Grade,2011.0,15.2,16.8,15.7,13.0,15.2,46,46,46,46,46,21
7850,ASPIRA CHTR - RAMIREZ HS,400015.0,,Gender,Female,11th Grade,2011.0,15.4,15.9,17.0,13.9,15.5,40,40,40,40,40,24
7851,ASPIRA CHTR - RAMIREZ HS,400015.0,,Gender,Male,11th Grade,2011.0,15.2,16.6,16.2,13.4,15.4,56,56,56,56,56,24
7862,AUSTIN BUS & ENTRP HS,400018.0,Network 3,Gender,Female,11th Grade,2011.0,14.1,14.8,15.7,13.8,14.6,30,30,30,30,30,25
7863,AUSTIN BUS & ENTRP HS,400018.0,Network 3,Gender,Male,11th Grade,2011.0,14.5,14.8,15.0,12.9,14.3,31,31,31,31,31,25
7876,AUSTIN POLY HS,610501.0,Network 3,Gender,Female,11th Grade,2011.0,14.3,15.9,15.1,13.9,14.8,40,40,40,40,40,25
7877,AUSTIN POLY HS,610501.0,Network 3,Gender,Male,11th Grade,2011.0,15.2,16.3,15.5,13.3,15.1,38,38,38,38,38,25
7925,BOGAN HS,609698.0,Network 10,Gender,Male,11th Grade,2011.0,14.5,15.9,15.9,13.6,15.0,218,218,218,218,218,70
7926,BOGAN HS,609698.0,Network 10,Gender,Female,11th Grade,2011.0,15.6,15.7,16.0,14.6,15.5,222,222,222,222,222,70
7945,BOWEN HS,610323.0,Network 12,Gender,Female,11th Grade,2011.0,14.6,15.5,15.8,13.2,14.8,33,33,33,33,33,46
7946,BOWEN HS,610323.0,Network 12,Gender,Male,11th Grade,2011.0,14.7,15.4,15.2,12.3,14.4,22,22,22,22,22,46
7963,BRONZEVILLE HS,610381.0,Network 9,Gender,Male,11th Grade,2011.0,14.9,16.1,16.5,15.5,15.8,46,46,46,46,46,38
7964,BRONZEVILLE HS,610381.0,Network 9,Gender,Female,11th Grade,2011.0,16.4,16.4,17.4,16.3,16.6,86,86,86,86,86,38
7995,BROOKS HS,609726.0,ISP,Gender,Male,11th Grade,2011.0,22.4,21.7,21.0,21.6,21.7,52,52,52,52,52,49
7996,BROOKS HS,609726.0,ISP,Gender,Female,11th Grade,2011.0,21.9,20.9,20.9,21.9,21.4,120,120,120,120,120,49
8054,CARVER MILITARY HS,609760.0,Service Leadership Academies,Gender,Male,11th Grade,2011.0,15.8,17.0,17.9,15.1,16.4,67,67,67,67,67,54
8055,CARVER MILITARY HS,609760.0,Service Leadership Academies,Gender,Female,11th Grade,2011.0,17.0,16.9,18.4,16.3,17.1,57,58,57,58,57,54
8086,CHICAGO ACADEMY HS,610340.0,AUSL,Gender,Female,11th Grade,2011.0,17.0,19.2,18.8,18.5,18.4,41,41,41,41,41,17
8087,CHICAGO ACADEMY HS,610340.0,AUSL,Gender,Male,11th Grade,2011.0,17.7,19.1,18.9,17.9,18.4,57,57,57,57,57,17
8118,CHICAGO AGRICULTURE HS,609753.0,Network 10,Gender,Male,11th Grade,2011.0,18.9,20.2,20.7,19.5,19.8,40,40,40,40,40,74
8119,CHICAGO AGRICULTURE HS,609753.0,Network 10,Gender,Female,11th Grade,2011.0,21.2,19.8,20.4,21.8,20.8,73,73,73,73,73,74
8146,CHICAGO MATH & SCIENCE HS,400035.0,Charter,Gender,Male,11th Grade,2011.0,16.4,19.2,19.2,17.7,18.1,43,43,43,43,43,1
8147,CHICAGO MATH & SCIENCE HS,400035.0,Charter,Gender,Female,11th Grade,2011.0,16.8,18.0,18.2,17.4,17.6,30,30,30,30,30,1
8176,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,Gender,Female,11th Grade,2011.0,17.6,17.1,17.7,17.8,17.6,42,42,42,42,42,35
8177,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,Gender,Male,11th Grade,2011.0,16.8,18.0,18.0,16.7,17.4,48,48,48,48,48,35
8200,CHICAGO VIRTUAL,400036.0,Charter,Gender,Male,11th Grade,2011.0,,,,,,4,4,4,4,4,28
8201,CHICAGO VIRTUAL,400036.0,Charter,Gender,Female,11th Grade,2011.0,18.6,18.4,17.3,19.1,18.3,12,12,12,12,12,28
8232,CHICAGO VOCATIONAL HS,609674.0,Network 12,Gender,Female,11th Grade,2011.0,14.8,14.7,15.2,13.3,14.5,124,124,124,124,124,45
8233,CHICAGO VOCATIONAL HS,609674.0,Network 12,Gender,Male,11th Grade,2011.0,13.6,14.8,15.4,12.0,13.9,65,65,65,65,65,45
8254,CICS - ELLISON HS,400032.0,Charter,Gender,Female,11th Grade,2011.0,16.2,16.9,16.1,16.1,16.3,78,78,78,78,78,71
8255,CICS - ELLISON HS,400032.0,Charter,Gender,Male,11th Grade,2011.0,15.5,16.2,16.8,15.6,16.0,48,48,48,48,48,71
8266,CICS - HAWKINS HS,400108.0,Charter,Gender,Female,11th Grade,2011.0,15.8,16.4,16.3,13.9,15.6,26,26,26,26,26,54
8267,CICS - HAWKINS HS,400108.0,Charter,Gender,Male,11th Grade,2011.0,15.2,15.7,16.1,12.4,14.9,19,19,19,19,19,54
8298,CICS - LONGWOOD,400033.0,Charter,Gender,Female,11th Grade,2011.0,16.2,16.6,16.9,15.6,16.3,88,88,88,88,88,73
8299,CICS - LONGWOOD,400033.0,Charter,Gender,Male,11th Grade,2011.0,16.3,17.0,17.0,16.5,16.7,73,73,73,73,73,73
8324,CICS - NORTHTOWN HS,400034.0,Charter,Gender,Female,11th Grade,2011.0,19.0,18.4,19.1,20.9,19.4,89,89,89,89,89,13
8325,CICS - NORTHTOWN HS,400034.0,Charter,Gender,Male,11th Grade,2011.0,18.3,18.2,19.2,18.9,18.6,96,96,96,96,96,13
8350,CLARK HS,610244.0,Network 3,Gender,Male,11th Grade,2011.0,15.5,16.2,16.9,13.9,15.6,95,95,95,95,95,25
8351,CLARK HS,610244.0,Network 3,Gender,Female,11th Grade,2011.0,15.7,15.9,16.8,14.6,15.7,119,119,119,119,119,25
8382,CLEMENTE HS,609759.0,Network 5,Gender,Male,11th Grade,2011.0,14.5,16.1,15.5,14.1,15.1,158,158,158,158,158,24
8383,CLEMENTE HS,609759.0,Network 5,Gender,Female,11th Grade,2011.0,15.5,16.2,16.2,15.4,15.8,138,138,138,138,138,24
8396,COLLINS HS,610499.0,AUSL,Gender,Female,11th Grade,2011.0,15.9,16.1,17.0,14.9,16.0,41,41,41,41,41,29
8397,COLLINS HS,610499.0,AUSL,Gender,Male,11th Grade,2011.0,14.6,15.6,16.7,14.2,15.3,48,48,48,48,48,29
8412,COMMUNITY SERVICES WEST HS,400038.0,Options,Gender,Female,11th Grade,2011.0,13.7,14.6,14.7,12.6,13.9,29,29,29,29,29,29
8413,COMMUNITY SERVICES WEST HS,400038.0,Options,Gender,Male,11th Grade,2011.0,13.6,14.5,14.1,12.3,13.6,15,15,15,15,15,29
8444,CORLISS HS,609761.0,Network 13,Gender,Female,11th Grade,2011.0,14.4,15.6,16.2,13.0,14.8,84,84,84,84,84,50
8445,CORLISS HS,609761.0,Network 13,Gender,Male,11th Grade,2011.0,12.9,15.2,14.8,12.2,13.8,82,82,82,82,82,50
8476,CRANE HS,609702.0,,Gender,Male,11th Grade,2011.0,13.1,15.1,14.6,11.0,13.4,40,40,40,40,40,28
8477,CRANE HS,609702.0,,Gender,Female,11th Grade,2011.0,14.8,14.6,15.9,13.0,14.6,47,47,47,47,47,28
8507,CURIE HS,609756.0,Network 8,Gender,Male,11th Grade,2011.0,16.5,17.9,17.9,15.6,17.0,389,389,389,389,389,57
8508,CURIE HS,609756.0,Network 8,Gender,Female,11th Grade,2011.0,16.9,17.4,17.3,16.0,16.9,457,457,457,457,457,57
8529,DEVRY HS,610402.0,Network 4,Gender,Male,11th Grade,2011.0,20.8,20.4,21.1,20.6,20.7,61,61,61,61,61,5
8530,DEVRY HS,610402.0,Network 4,Gender,Female,11th Grade,2011.0,21.0,19.9,20.8,20.9,20.6,52,52,52,52,52,5
8553,DOUGLASS HS,610245.0,Network 3,Gender,Male,11th Grade,2011.0,14.6,15.3,14.8,13.5,14.6,47,48,46,48,46,25
8554,DOUGLASS HS,610245.0,Network 3,Gender,Female,11th Grade,2011.0,16.0,15.2,16.0,13.7,15.2,49,49,49,49,49,25
8585,DUNBAR HS,609676.0,Network 9,Gender,Male,11th Grade,2011.0,14.4,15.3,15.3,12.3,14.3,126,126,126,126,126,35
8586,DUNBAR HS,609676.0,Network 9,Gender,Female,11th Grade,2011.0,15.6,15.0,15.6,13.7,15.0,219,219,219,219,219,35
8615,DYETT HS,609736.0,,Gender,Male,11th Grade,2011.0,14.3,15.7,14.9,12.2,14.3,31,31,31,31,31,40
8616,DYETT HS,609736.0,,Gender,Female,11th Grade,2011.0,14.3,14.9,14.7,11.9,14.0,44,44,44,44,44,40
8653,FARRAGUT HS,609704.0,Network 7,Gender,Male,11th Grade,2011.0,14.9,16.9,16.9,14.3,15.8,169,169,169,169,169,30
8654,FARRAGUT HS,609704.0,Network 7,Gender,Female,11th Grade,2011.0,15.7,17.0,17.1,15.5,16.3,163,163,163,163,163,30
8685,FENGER HS,609705.0,Network 13,Gender,Male,11th Grade,2011.0,13.5,14.9,14.8,12.3,13.9,93,93,93,93,93,49
8686,FENGER HS,609705.0,Network 13,Gender,Female,11th Grade,2011.0,14.4,14.9,14.7,12.4,14.1,105,105,105,105,105,49
8697,FORD HS,400042.0,,Gender,Male,11th Grade,2011.0,15.5,15.4,16.7,14.2,15.4,32,32,32,32,32,29
8698,FORD HS,400042.0,,Gender,Female,11th Grade,2011.0,15.6,15.3,15.0,13.4,14.8,48,48,48,48,48,29
8725,FOREMAN HS,609708.0,Network 3,Gender,Male,11th Grade,2011.0,14.0,16.3,15.7,13.2,14.8,194,194,194,194,194,15
8726,FOREMAN HS,609708.0,Network 3,Gender,Female,11th Grade,2011.0,15.6,16.5,16.2,14.4,15.7,216,216,216,216,216,15
8757,GAGE PARK HS,609709.0,Network 8,Gender,Female,11th Grade,2011.0,14.2,14.9,15.1,12.5,14.2,162,162,162,162,162,63
8758,GAGE PARK HS,609709.0,Network 8,Gender,Male,11th Grade,2011.0,13.2,15.4,14.9,11.9,13.9,118,118,118,118,118,63
8793,HANCOCK HS,609694.0,Network 8,Gender,Male,11th Grade,2011.0,14.8,16.5,16.2,14.1,15.4,108,108,108,108,108,62
8794,HANCOCK HS,609694.0,Network 8,Gender,Female,11th Grade,2011.0,16.3,16.3,17.2,15.2,16.2,100,100,100,100,100,62
8825,HARLAN HS,609710.0,Network 12,Gender,Female,11th Grade,2011.0,14.9,15.0,15.4,13.5,14.7,138,141,138,141,138,49
8826,HARLAN HS,609710.0,Network 12,Gender,Male,11th Grade,2011.0,14.8,15.3,15.8,13.3,14.8,108,108,108,108,108,49
8857,HARPER HS,609711.0,Network 11,Gender,Female,11th Grade,2011.0,15.2,15.5,15.7,13.3,14.9,79,79,79,79,79,67
8858,HARPER HS,609711.0,Network 11,Gender,Male,11th Grade,2011.0,13.8,15.1,14.8,12.0,13.9,63,63,63,63,63,67
8887,HIRSCH HS,609712.0,Network 12,Gender,Male,11th Grade,2011.0,13.9,14.8,14.5,11.7,13.7,52,52,52,52,52,69
8888,HIRSCH HS,609712.0,Network 12,Gender,Female,11th Grade,2011.0,14.4,14.9,14.6,13.0,14.2,60,60,60,60,60,69
8919,HOPE HS,609768.0,Network 11,Gender,Male,11th Grade,2011.0,13.9,15.8,16.2,13.4,14.8,51,51,51,51,51,68
8920,HOPE HS,609768.0,Network 11,Gender,Female,11th Grade,2011.0,14.6,15.6,16.0,14.2,15.1,83,83,83,83,83,68
8951,HUBBARD HS,609741.0,Network 10,Gender,Female,11th Grade,2011.0,17.2,18.1,18.2,17.0,17.6,173,173,173,173,173,65
8952,HUBBARD HS,609741.0,Network 10,Gender,Male,11th Grade,2011.0,16.6,17.9,18.1,15.9,17.1,177,177,177,177,177,65
8983,HYDE PARK HS,609713.0,Network 9,Gender,Male,11th Grade,2011.0,14.8,15.7,15.9,13.5,15.0,154,154,154,154,154,42
8984,HYDE PARK HS,609713.0,Network 9,Gender,Female,11th Grade,2011.0,16.5,15.8,16.7,15.1,16.0,204,204,204,204,204,42
9001,INFINITY HS,610384.0,Network 7,Gender,Female,11th Grade,2011.0,15.5,17.2,16.8,16.1,16.4,27,27,27,27,27,30
9002,INFINITY HS,610384.0,Network 7,Gender,Male,11th Grade,2011.0,16.5,19.5,18.3,16.5,17.7,36,36,36,36,36,30
9041,JEFFERSON HS,609783.0,Network 11,Gender,Male,11th Grade,2011.0,,,,,,2,2,2,2,2,28
9070,JONES HS,609678.0,ISP,Gender,Female,11th Grade,2011.0,25.2,23.9,23.4,26.6,24.8,106,106,106,106,106,32
9071,JONES HS,609678.0,ISP,Gender,Male,11th Grade,2011.0,24.3,25.5,24.4,25.4,24.9,84,84,84,84,84,32
9102,JUAREZ HS,609764.0,ISP,Gender,Male,11th Grade,2011.0,14.8,17.1,16.3,13.8,15.5,165,165,165,165,165,31
9103,JUAREZ HS,609764.0,ISP,Gender,Female,11th Grade,2011.0,15.9,16.9,16.6,14.5,16.0,177,177,177,177,177,31
9134,JULIAN HS,609762.0,Network 13,Gender,Male,11th Grade,2011.0,14.8,15.8,15.3,12.8,14.7,136,136,136,136,136,73
9135,JULIAN HS,609762.0,Network 13,Gender,Female,11th Grade,2011.0,15.0,15.4,15.3,13.5,14.8,207,207,207,207,207,73
9166,KELLY HS,609715.0,Network 8,Gender,Male,11th Grade,2011.0,15.7,17.9,17.4,16.8,17.0,326,326,326,326,326,58
9167,KELLY HS,609715.0,Network 8,Gender,Female,11th Grade,2011.0,16.5,17.2,17.5,18.0,17.3,318,319,318,319,318,58
9198,KELVYN PARK HS,609716.0,Network 4,Gender,Female,11th Grade,2011.0,15.2,16.0,15.8,13.5,15.1,151,151,151,151,151,20
9199,KELVYN PARK HS,609716.0,Network 4,Gender,Male,11th Grade,2011.0,14.2,15.9,15.3,13.1,14.6,104,104,104,104,104,20
9230,KENNEDY HS,609718.0,Network 10,Gender,Female,11th Grade,2011.0,17.3,16.9,17.2,16.8,17.1,194,194,194,194,194,56
9231,KENNEDY HS,609718.0,Network 10,Gender,Male,11th Grade,2011.0,15.4,16.5,16.4,14.6,15.7,173,173,173,173,173,56
9262,KENWOOD HS,609746.0,Network 9,Gender,Female,11th Grade,2011.0,19.6,19.2,19.7,19.7,19.6,191,191,191,191,191,39
9263,KENWOOD HS,609746.0,Network 9,Gender,Male,11th Grade,2011.0,18.7,18.7,19.4,18.4,18.8,182,182,182,182,182,39
9288,KING HS,609751.0,Network 9,Gender,Male,11th Grade,2011.0,20.3,20.0,20.7,20.7,20.4,92,92,92,92,92,39
9289,KING HS,609751.0,Network 9,Gender,Female,11th Grade,2011.0,20.7,19.3,20.3,21.9,20.5,113,113,113,113,113,39
9320,LAKE VIEW HS,609719.0,Network 2,Gender,Male,11th Grade,2011.0,17.8,18.5,18.4,16.9,17.9,142,142,142,142,142,6
9321,LAKE VIEW HS,609719.0,Network 2,Gender,Female,11th Grade,2011.0,18.0,17.8,18.2,16.9,17.7,164,164,164,164,164,6
9352,LANE TECH HS,609720.0,Network 4,Gender,Male,11th Grade,2011.0,23.3,24.6,23.7,23.5,23.8,443,443,443,443,443,5
9353,LANE TECH HS,609720.0,Network 4,Gender,Female,11th Grade,2011.0,23.4,22.8,22.4,24.1,23.2,529,529,529,529,529,5
9392,LINCOLN PARK HS,609738.0,ISP,Gender,Female,11th Grade,2011.0,21.9,20.6,21.0,22.1,21.4,277,277,277,277,277,7
9393,LINCOLN PARK HS,609738.0,ISP,Gender,Male,11th Grade,2011.0,22.1,21.9,21.9,21.7,21.9,228,228,228,228,228,7
9410,LINDBLOM HS,610391.0,Network 11,Gender,Female,11th Grade,2011.0,22.2,21.4,21.6,21.8,21.8,75,75,75,75,75,67
9411,LINDBLOM HS,610391.0,Network 11,Gender,Male,11th Grade,2011.0,22.8,23.8,22.2,23.1,23.0,63,63,63,63,63,67
9472,MANLEY HS,609722.0,Network 5,Gender,Male,11th Grade,2011.0,13.0,14.8,15.2,11.2,13.6,89,88,89,88,88,27
9473,MANLEY HS,609722.0,Network 5,Gender,Female,11th Grade,2011.0,14.0,15.3,15.3,12.1,14.2,76,76,76,76,76,27
9490,MARINE MILITARY HS,610502.0,Service Leadership Academies,Gender,Male,11th Grade,2011.0,16.9,17.9,18.2,17.0,17.5,48,48,48,48,48,28
9491,MARINE MILITARY HS,610502.0,Service Leadership Academies,Gender,Female,11th Grade,2011.0,18.4,17.6,19.0,17.6,18.1,28,28,28,28,28,28
9518,MARSHALL HS,609723.0,ISP,Gender,Female,11th Grade,2011.0,14.5,15.1,15.5,14.2,14.8,71,71,71,71,71,27
9519,MARSHALL HS,609723.0,ISP,Gender,Male,11th Grade,2011.0,14.0,15.3,15.3,13.0,14.4,64,64,64,64,64,27
9550,MATHER HS,609724.0,Network 2,Gender,Female,11th Grade,2011.0,15.8,16.9,16.6,14.6,16.0,164,164,164,164,164,2
9551,MATHER HS,609724.0,Network 2,Gender,Male,11th Grade,2011.0,15.5,17.3,16.6,14.1,15.9,225,225,225,225,225,2
9582,MORGAN PARK HS,609725.0,Network 10,Gender,Male,11th Grade,2011.0,17.3,17.9,17.6,16.6,17.4,140,140,140,140,140,75
9583,MORGAN PARK HS,609725.0,Network 10,Gender,Female,11th Grade,2011.0,18.3,18.0,18.5,18.1,18.2,153,153,153,153,153,75
9600,MULTICULTURAL HS,610385.0,Network 7,Gender,Female,11th Grade,2011.0,15.1,15.5,16.6,14.9,15.5,30,30,30,30,30,30
9601,MULTICULTURAL HS,610385.0,Network 7,Gender,Male,11th Grade,2011.0,15.2,16.5,16.9,14.4,15.7,35,35,35,35,35,30
9626,NOBLE - COMER,400052.0,Charter,Gender,Female,11th Grade,2011.0,19.3,19.5,20.3,20.1,19.8,63,63,63,63,63,69
9627,NOBLE - COMER,400052.0,Charter,Gender,Male,11th Grade,2011.0,19.3,20.7,20.9,21.0,20.5,46,46,46,46,46,69
9644,NOBLE - GOLDER HS,400053.0,Charter,Gender,Female,11th Grade,2011.0,19.8,20.0,19.8,21.1,20.2,65,65,65,65,65,24
