SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date,Community
Vacant/Abandoned Building,12-00039207,01/09/2012,Garage,,Open, HOUSE,Vacant,True,True,6154,S,MOZART,ST,60629.0,1158435.24377203,1863706.79811852,15.0,8.0,66.0,41.7817488968721,-87.69468441704262,"(41.7817488968721, -87.69468441704262)",2012-01-09,66
Vacant/Abandoned Building,12-00039315,01/09/2012,Front,,Open,,Vacant,False,True,8326,S,JUSTINE,ST,60620.0,1167563.67998291,1849516.18998863,21.0,6.0,71.0,41.742617053159755,-87.66162349405631,"(41.742617053159755, -87.66162349405633)",2012-01-09,71
Vacant/Abandoned Building,12-00039354,01/09/2012,Front,,Open,ENTIRE BUILDING IS OPEN,Vacant,True,True,4025,W,VAN BUREN,ST,60624.0,1149624.95708053,1897719.88108957,24.0,11.0,26.0,41.875260457354564,-87.7261040548579,"(41.87526045735456, -87.7261040548579)",2012-01-09,26
Vacant/Abandoned Building,12-00040804,01/10/2012,Rear,,Open,SIDE DOOR,Vacant,False,True,8719,S,ABERDEEN,ST,60620.0,1170508.51061613,1846989.13538168,21.0,22.0,71.0,41.73561888075017,-87.65090700962351,"(41.73561888075017, -87.65090700962352)",2012-01-10,71
Vacant/Abandoned Building,12-00040862,01/10/2012,Front,,Open,,Vacant,False,False,4219,W,MAYPOLE,AVE,60624.0,1148223.06286819,1901119.29656764,28.0,11.0,26.0,41.884615941686775,-87.73116372738312,"(41.88461594168677, -87.73116372738312)",2012-01-10,26
Vacant/Abandoned Building,12-00040920,01/10/2012,Front,,Open,FRONT/SIDE AND REAR,Vacant,False,True,6959,S,EBERHART,AVE,60637.0,1180779.99070349,1858975.82071034,6.0,3.0,69.0,41.7682820081366,-87.61290875593659,"(41.7682820081366, -87.6129087559366)",2012-01-10,69
Vacant/Abandoned Building,12-00041000,01/10/2012,Front,,Boarded,FRONT,Vacant,False,True,8046,S,THROOP,ST,60620.0,1169058.2213680001,1851415.22560456,21.0,6.0,71.0,41.747796126153396,-87.656092702932,"(41.74779612615339, -87.656092702932)",2012-01-10,71
Vacant/Abandoned Building,12-00042231,01/10/2012,,,,,,,,2146,W,RACE,AVE,60612.0,1161997.09150887,1903724.28762957,26.0,13.0,24.0,41.89148789325062,-87.6805106814874,"(41.89148789325062, -87.6805106814874)",2012-01-10,24
Vacant/Abandoned Building,12-00042629,01/10/2012,Front,,Boarded,,Vacant,False,True,7837,S,CORNELL,AVE,60649.0,1188597.21740035,1853341.95500862,8.0,4.0,43.0,41.75263893300362,-87.58443505993337,"(41.752638933003624, -87.58443505993337)",2012-01-10,43
Vacant/Abandoned Building,12-00042692,01/10/2012,Front,,Boarded,"FRONT BOARDED, BROKEN WINDOWS AND REAR DOOR WIDE OPEN",Vacant,False,False,11935,S,MICHIGAN,AVE,60628.0,1178988.50971621,1825734.79811072,9.0,5.0,53.0,41.677105371832475,-87.62048427446524,"(41.677105371832475, -87.62048427446524)",2012-01-10,53
Vacant/Abandoned Building,12-00042720,01/10/2012,,,,,,,,7842,S,DOBSON,AVE,60619.0,1184581.3864137,1853220.69089079,8.0,6.0,69.0,41.75240115177097,-87.59915502285854,"(41.75240115177097, -87.59915502285855)",2012-01-10,69
Vacant/Abandoned Building,12-00042724,01/10/2012,,,,,,,,7953,S,ESCANABA,AVE,60617.0,1196887.10942378,1852790.03738693,7.0,4.0,46.0,41.75092240298875,-87.55407496976362,"(41.75092240298875, -87.55407496976363)",2012-01-10,46
Vacant/Abandoned Building,12-00042768,01/10/2012,,,,,,,,4733,S,KEDVALE,AVE,60632.0,1149490.99611555,1872922.57697124,14.0,8.0,57.0,41.80721601978579,-87.72723840439647,"(41.80721601978579, -87.72723840439649)",2012-01-10,57
Vacant/Abandoned Building,12-00042770,01/10/2012,,,,,,,,6709,S,PERRY,AVE,60621.0,1176552.42767045,1860501.60963321,6.0,7.0,69.0,41.772565066114566,-87.62835884719391,"(41.77256506611457, -87.6283588471939)",2012-01-10,69
Vacant/Abandoned Building,12-00042969,01/10/2012,Front,,Open,FRONT/SIDE AND REAR,Vacant,False,True,5400,S,DEARBORN,ST,60609.0,1176892.26416667,1869184.44540766,3.0,2.0,40.0,41.79638400832479,-87.62685158660629,"(41.796384008324786, -87.62685158660629)",2012-01-10,40
Vacant/Abandoned Building,12-00043019,01/10/2012,Front,,Open,FRONT AND BACK DOOR - WINDOWS,Vacant,False,True,5327,S,LAFLIN,ST,60609.0,1167241.44820943,1869408.62629011,16.0,9.0,61.0,41.79721138418564,-87.66223544248986,"(41.79721138418563, -87.66223544248984)",2012-01-10,61
Vacant/Abandoned Building,12-00043079,01/10/2012,Rear,,Open,,Vacant,False,False,3053,W,60TH,ST,60629.0,1156972.52003159,1864690.95661309,16.0,8.0,66.0,41.784479256820454,-87.70002059019997,"(41.784479256820454, -87.70002059019997)",2012-01-10,66
Vacant/Abandoned Building,12-00043090,01/10/2012,Front,,Open,FRONT AND REAR,Vacant,False,True,11930,S,LAFAYETTE,AVE,60628.0,1178061.90110765,1825855.42982239,9.0,5.0,53.0,41.67745739033808,-87.62387228027254,"(41.67745739033808, -87.62387228027254)",2012-01-10,53
Vacant/Abandoned Building,12-00043092,01/10/2012,Front,,Open,REAR,Vacant,False,True,11935,S,LAFAYETTE,AVE,60628.0,1178063.10110765,1825821.92982239,9.0,5.0,53.0,41.67736543412617,-87.6238688975692,"(41.677365434126166, -87.62386889756921)",2012-01-10,53
Vacant/Abandoned Building,12-00043515,01/10/2012,Rear,,Open,REAR,Vacant,False,False,902,W,86TH,PL,60620.0,1171754.65676823,1847482.05763331,21.0,6.0,71.0,41.73694432165769,-87.6463271961912,"(41.73694432165769, -87.64632719619118)",2012-01-10,71
Vacant/Abandoned Building,12-00043904,01/10/2012,Front,,Open,FRONT,Vacant,False,True,935,N,LOCKWOOD,AVE,60651.0,1140852.76981112,1905721.63590936,37.0,15.0,25.0,41.89738405106963,-87.75811551894272,"(41.89738405106963, -87.75811551894272)",2012-01-10,25
Vacant/Abandoned Building,12-00044340,01/10/2012,,,,,,,,6149,S,WOLCOTT,AVE,60636.0,1164743.02310997,1863887.10917953,15.0,7.0,67.0,41.7821128059818,-87.67155336392048,"(41.7821128059818, -87.67155336392048)",2012-01-10,67
Vacant/Abandoned Building,12-00044467,01/10/2012,Front,,Open,FRONT DOOR,Vacant,False,True,7217,S,ROCKWELL,ST,60629.0,1160290.05149775,1856699.3820198001,18.0,8.0,66.0,41.762481539272464,-87.6880769420813,"(41.76248153927246, -87.6880769420813)",2012-01-10,66
Vacant/Abandoned Building,12-00044494,01/10/2012,Front,,Open,DOORS,Vacant,False,True,5811,S,MICHIGAN,AVE,60637.0,1178149.35627984,1866518.02771577,20.0,2.0,40.0,41.78903865948337,-87.62232263148573,"(41.78903865948337, -87.62232263148574)",2012-01-10,40
Vacant/Abandoned Building,12-00044497,01/10/2012,Front,,Open,FRONT & REAR DOORS,Vacant,False,True,1515,W,CORTEZ,ST,60642.0,1166083.57051277,1907094.38202387,27.0,13.0,24.0,41.90064937565953,-87.66540663923449,"(41.900649375659526, -87.66540663923449)",2012-01-10,24
Vacant/Abandoned Building,12-00044546,01/10/2012,Front,,Open,ALL AROUND,Vacant,False,False,5442,W,ADAMS,ST,60644.0,1140238.495782,1898799.89928315,29.0,15.0,25.0,41.87840122234903,-87.76054140023054,"(41.87840122234902, -87.76054140023054)",2012-01-10,25
Vacant/Abandoned Building,12-00044581,01/10/2012,Rear,,Open,,Vacant,False,True,7642,S,MARSHFIELD,AVE,60620.0,1166669.92451486,1854031.05873263,17.0,6.0,71.0,41.75502558985493,-87.66476969760704,"(41.75502558985493, -87.66476969760704)",2012-01-10,71
Vacant/Abandoned Building,12-00044910,01/10/2012,Front,,Open,DOORS,Vacant,False,True,9417,S,MAY,ST,60620.0,1170310.14308194,1842340.37341647,21.0,22.0,73.0,41.72286632454289,-87.65176860910965,"(41.722866324542885, -87.65176860910964)",2012-01-10,73
Vacant/Abandoned Building,12-00044948,01/10/2012,,,,,,,,6742,S,JUSTINE,ST,60636.0,1167166.84601065,1859956.71510288,17.0,7.0,67.0,41.77127577153641,-87.662779330182,"(41.771275771536416, -87.662779330182)",2012-01-10,67
Vacant/Abandoned Building,12-00044992,01/10/2012,,,,,,,,7230,S,ROCKWELL,ST,60629.0,1160292.45149775,1856612.1820198002,18.0,8.0,66.0,41.76224220017362,-87.68807054309626,"(41.76224220017362, -87.68807054309627)",2012-01-10,66
Vacant/Abandoned Building,12-00045000,01/10/2012,Front,,Boarded,,Vacant,False,False,1729,N,HARDING,AVE,60647.0,1149780.08576945,1911187.59190289,30.0,25.0,23.0,41.91221424994229,-87.72518399219176,"(41.91221424994229, -87.72518399219175)",2012-01-10,23
Vacant/Abandoned Building,12-00045106,01/10/2012,Front,,Open,FRONT AND WINDOWS,Vacant,False,True,129,W,114TH,ST,60628.0,1177377.77098466,1829362.68652275,34.0,5.0,49.0,41.6870972641248,-87.62627104237853,"(41.6870972641248, -87.62627104237855)",2012-01-10,49
Vacant/Abandoned Building,12-00045118,01/10/2012,,,,,,,,11322,S,MICHIGAN,AVE,60628.0,1178813.79543185,1829819.67990465,9.0,5.0,49.0,41.68831885660319,-87.62100015287622,"(41.68831885660319, -87.62100015287622)",2012-01-10,49
Vacant/Abandoned Building,12-00045119,01/10/2012,,,,,,,,7420,S,CAMPBELL,AVE,60629.0,1160993.2138842,1855417.0081159,18.0,8.0,66.0,41.75894801329297,-87.68553512661025,"(41.758948013292965, -87.68553512661023)",2012-01-10,66
Vacant/Abandoned Building,12-00045359,01/10/2012,Front,,Open,FRONT DOOR IS OFF.,Vacant,False,True,5048,W,FULTON,ST,60644.0,1142668.51411046,1901470.24338956,28.0,15.0,25.0,41.88568412602496,-87.75155231077271,"(41.88568412602496, -87.75155231077271)",2012-01-10,25
Vacant/Abandoned Building,12-00045515,01/10/2012,Front,,Open,ALL AROUND,Vacant,False,False,7734,S,AVALON,AVE,60619.0,1185888.14763026,1853967.12990215,8.0,4.0,45.0,41.754418754016115,-87.59434286672308,"(41.75441875401612, -87.59434286672308)",2012-01-10,45
Vacant/Abandoned Building,12-00045544,01/10/2012,Front,,Open,FRONT AND BACK,Vacant,False,True,10555,S,EDBROOKE,AVE,60628.0,1179137.99110852,1834971.41663374,9.0,5.0,49.0,41.7024485864553,-87.61965703228066,"(41.702448586455304, -87.61965703228066)",2012-01-10,49
Vacant/Abandoned Building,12-00045725,01/10/2012,Front,,Open,?,Vacant,True,False,917,N,ST LOUIS,AVE,60651.0,1152877.64432377,1905891.2199073,27.0,11.0,23.0,41.897619678645256,-87.7139448443557,"(41.89761967864526, -87.7139448443557)",2012-01-10,23
Vacant/Abandoned Building,12-00045726,01/10/2012,Front,,Open,?,Vacant,True,False,919,N,ST LOUIS,AVE,60651.0,1152877.14432377,1905904.6199073002,27.0,11.0,23.0,41.89765645944709,-87.7139463254896,"(41.89765645944709, -87.7139463254896)",2012-01-10,23
Vacant/Abandoned Building,12-00045887,01/10/2012,Front,,Open,EVERYTHING OPEN,Vacant,False,False,4207,W,MONROE,ST,60624.0,1148357.96639719,1899328.85312293,28.0,11.0,26.0,41.87970016433785,-87.7307145058127,"(41.879700164337855, -87.7307145058127)",2012-01-10,26
Vacant/Abandoned Building,12-00045927,01/10/2012,Front,,Open,BACK DOORS,Vacant,False,True,5234,S,JUSTINE,ST,60609.0,1166891.96541693,1870016.44957846,16.0,9.0,61.0,41.79888680243546,-87.66349967278543,"(41.79888680243546, -87.66349967278543)",2012-01-10,61
Vacant/Abandoned Building,12-00045936,01/10/2012,Front,,Open,REAR,Vacant,False,False,3835,W,ARTHINGTON,ST,60624.0,1150984.90780723,1895761.03007344,24.0,11.0,26.0,41.869858639688175,-87.72116210999897,"(41.869858639688175, -87.72116210999897)",2012-01-10,26
Vacant/Abandoned Building,12-00045967,01/10/2012,Front,,Open,"FRONT, BACK AND SIDES",Vacant,False,False,1838,S,LAWNDALE,AVE,60623.0,1151989.59671736,1890839.42741073,24.0,10.0,29.0,41.856333474577696,-87.71760316471105,"(41.856333474577696, -87.71760316471104)",2012-01-10,29
Vacant/Abandoned Building,12-00045969,01/10/2012,Front,,Open,"FRONT, BACK AND SIDES",Vacant,False,False,1838,S,LAWNDALE,AVE,60623.0,1151989.59671736,1890839.42741073,24.0,10.0,29.0,41.856333474577696,-87.71760316471105,"(41.856333474577696, -87.71760316471104)",2012-01-10,29
Vacant/Abandoned Building,12-00046035,01/10/2012,Front,,Open,"FRONT, BACK AND SIDES",Vacant,False,False,1456,S,KEDVALE,AVE,60623.0,1148953.55441809,1892677.50081147,24.0,10.0,29.0,41.86143657719352,-87.72869960185909,"(41.86143657719352, -87.7286996018591)",2012-01-10,29
Vacant/Abandoned Building,12-00046054,01/10/2012,Front,,Open,,Vacant,False,True,7913,S,EMERALD,AVE,60620.0,1172673.96978425,1852400.65167716,17.0,6.0,71.0,41.7504214035809,-87.64281451919688,"(41.7504214035809, -87.64281451919688)",2012-01-10,71
Vacant/Abandoned Building,12-00046095,01/10/2012,Front,,Open,FRONT,Vacant,False,False,5609,S,JUSTINE,ST,60636.0,1166965.49270604,1867528.80158636,16.0,7.0,67.0,41.792058829334714,-87.66330113694166,"(41.79205882933471, -87.66330113694166)",2012-01-10,67
Vacant/Abandoned Building,12-00046096,01/10/2012,Front,,Open,,Vacant,False,True,7915,S,EMERALD,AVE,60620.0,1172674.36978425,1852387.25167716,17.0,6.0,71.0,41.75038462345242,-87.64281344750046,"(41.75038462345242, -87.64281344750046)",2012-01-10,71
Vacant/Abandoned Building,12-00046101,01/10/2012,Front,,Open,"FRONT, BACK AND SIDES",Vacant,False,False,1647,S,KOMENSKY,AVE,60623.0,1149656.16932692,1891424.19671647,24.0,10.0,29.0,41.85798375151328,-87.72615294794535,"(41.85798375151328, -87.72615294794534)",2012-01-10,29
Vacant/Abandoned Building,12-00046111,01/10/2012,Front,,Open,FRONT,Vacant,False,False,5637,S,LAFLIN,ST,60636.0,1167299.20002549,1867350.84707997,16.0,7.0,67.0,41.791563357396,-87.66208258152966,"(41.791563357395994, -87.66208258152965)",2012-01-10,67
Vacant/Abandoned Building,12-00046127,01/10/2012,Front,,Open,FRONT,Vacant,False,False,5633,S,LAFLIN,ST,60636.0,1167298.50002549,1867377.64707997,16.0,7.0,67.0,41.79163691479781,-87.66208438101515,"(41.791636914797806, -87.66208438101515)",2012-01-10,67
Vacant/Abandoned Building,12-00046159,01/10/2012,Rear,,Open,FRONT DOOR ALL DOORS,Vacant,False,True,2118,S,CENTRAL PARK,AVE,60623.0,1152696.29849319,1889661.66522758,24.0,10.0,29.0,41.853087620375035,-87.71504031314838,"(41.85308762037503, -87.71504031314838)",2012-01-10,29
Vacant/Abandoned Building,12-00046168,01/10/2012,Front,,Open,FRONT,Vacant,False,False,5629,S,LAFLIN,ST,60636.0,1167297.80002549,1867404.44707997,16.0,7.0,67.0,41.79171047219866,-87.66208618050365,"(41.79171047219866, -87.66208618050366)",2012-01-10,67
Vacant/Abandoned Building,12-00046190,01/10/2012,Garage,,Open,SIDE ENTRANCE,Occupied,False,True,6322,S,LAFLIN,ST,60636.0,1167419.42307611,1862811.43590227,16.0,7.0,67.0,41.77910408107252,-87.66177175400247,"(41.77910408107252, -87.66177175400247)",2012-01-10,67
Vacant/Abandoned Building,12-00046265,01/10/2012,Rear,,Open,,Vacant,False,True,7411,S,DREXEL,AVE,60619.0,1183514.38507608,1856064.89451126,8.0,3.0,69.0,41.760230854809535,-87.60297659862483,"(41.76023085480954, -87.60297659862485)",2012-01-10,69
Vacant/Abandoned Building,12-00047551,01/11/2012,Front,,Open,,Vacant,False,False,4240,N,MELVINA,AVE,60634.0,1134259.15119059,1927549.67996575,38.0,16.0,15.0,41.957401489275064,-87.78181776594545,"(41.95740148927506, -87.78181776594545)",2012-01-11,15
Vacant/Abandoned Building,12-00047574,01/11/2012,,,,,,,,1526,N,HOYNE,AVE,60622.0,1162124.2326738,1910090.39597045,32.0,14.0,24.0,41.90895433181559,-87.67986566580873,"(41.908954331815586, -87.67986566580873)",2012-01-11,24
Vacant/Abandoned Building,12-00047731,01/11/2012,Rear,,Open,,Vacant,False,False,909,N,DRAKE,AVE,60651.0,1152547.24452456,1905831.09942907,27.0,11.0,23.0,41.89746124130529,-87.71515996313788,"(41.89746124130529, -87.71515996313788)",2012-01-11,23
Vacant/Abandoned Building,12-00047876,01/11/2012,Front,,Open,FRONT,Vacant,False,False,6353,W,BELMONT,AVE,60634.0,1133476.86359729,1920596.37372449,36.0,25.0,19.0,41.938334650361476,-87.78485733545709,"(41.93833465036148, -87.78485733545709)",2012-01-11,17
Vacant/Abandoned Building,12-00048215,01/11/2012,Rear,,Open,REAR,Vacant,False,True,1123,W,71ST,ST,60621.0,1169965.37739088,1857719.69379643,17.0,7.0,68.0,41.76507677190147,-87.65258580162529,"(41.76507677190147, -87.65258580162528)",2012-01-11,68
Vacant/Abandoned Building,12-00048354,01/11/2012,Rear,,Open,REAR,Vacant,False,False,2417,N,SPAULDING,AVE,60647.0,1153670.61991475,1915871.22463186,35.0,14.0,22.0,41.924989949437425,-87.71076625773394,"(41.924989949437425, -87.71076625773394)",2012-01-11,22
Vacant/Abandoned Building,12-00048429,01/11/2012,,,,,,,,5031,S,JUSTINE,ST,60609.0,1166855.9298338,1871363.5918804002,16.0,9.0,61.0,41.80258428770593,-87.66359333039654,"(41.802584287705926, -87.66359333039655)",2012-01-11,61
Vacant/Abandoned Building,12-00048439,01/11/2012,Front,,Open,GARAGE DOOR,Vacant,False,False,7620,S,ALBANY,AVE,60652.0,1156930.22139932,1853917.91110172,18.0,8.0,70.0,41.75491724877882,-87.70046631442789,"(41.75491724877882, -87.70046631442789)",2012-01-11,70
Vacant/Abandoned Building,12-00048465,01/11/2012,Front,,Open,FRONT,Vacant,True,False,510,W,58TH,ST,60621.0,1173853.1294099,1866471.72092032,3.0,7.0,68.0,41.789008005747206,-87.63807673349086,"(41.789008005747206, -87.63807673349088)",2012-01-11,68
Vacant/Abandoned Building,12-00048472,01/11/2012,Front,,Boarded,,Vacant,False,False,7211,S,CORNELL,AVE,60649.0,1188482.66407395,1857496.75183176,8.0,3.0,43.0,41.76404280287919,-87.58472235064737,"(41.76404280287919, -87.58472235064737)",2012-01-11,43
Vacant/Abandoned Building,12-00048485,01/11/2012,Front,,Open,FRONT,Vacant,True,False,400,W,116TH,ST,60628.0,1175707.3542086,1827996.09347256,34.0,5.0,53.0,41.68338458329833,-87.6324268847848,"(41.68338458329833, -87.63242688478482)",2012-01-11,53
Vacant/Abandoned Building,12-00048517,01/11/2012,Front,,Boarded,GARAGE SERVICE DOOR MISSING,Vacant,False,True,5140,S,ARTESIAN,AVE,60632.0,1160904.76231478,1870520.90438829,14.0,9.0,63.0,41.80039702056949,-87.68544223150947,"(41.80039702056949, -87.68544223150948)",2012-01-11,63
Vacant/Abandoned Building,12-00048645,01/11/2012,Rear,,Open,BACK DOOR AND BACK WINDOWS,Vacant,False,False,7800,S,HOMAN,AVE,60652.0,1155066.01600767,1852676.96038673,18.0,8.0,70.0,41.75154930657201,-87.70733125717108,"(41.75154930657201, -87.70733125717108)",2012-01-11,70
Vacant/Abandoned Building,12-00048672,01/11/2012,Rear,,Open,,Vacant,False,False,7750,S,HOMAN,AVE,60652.0,1155039.93179449,1853331.46877151,18.0,8.0,70.0,41.75334590498391,-87.7074093953755,"(41.75334590498391, -87.7074093953755)",2012-01-11,70
Vacant/Abandoned Building,12-00049022,01/11/2012,Front,,Open,"2ND FL , DOORS AND WINDOWS",Vacant,False,True,3235,W,DOUGLAS,BLVD,60623.0,1154894.45001933,1893270.43832224,24.0,10.0,29.0,41.862946781872175,-87.70687567612106,"(41.862946781872175, -87.70687567612107)",2012-01-11,29
Vacant/Abandoned Building,12-00049188,01/11/2012,Front,,Open,REAR,Vacant,True,False,6816,S,JUSTINE,ST,60636.0,1167178.93491854,1859526.44446898,17.0,7.0,67.0,41.77009479435621,-87.66274731395819,"(41.770094794356204, -87.66274731395818)",2012-01-11,67
Vacant/Abandoned Building,12-00049252,01/11/2012,Front,,Open,ALL,Vacant,False,True,2128,S,CENTRAL PARK,AVE,60623.0,1152698.19849319,1889597.56522758,24.0,10.0,29.0,41.852911684823525,-87.71503503352861,"(41.85291168482352, -87.71503503352861)",2012-01-11,29
Vacant/Abandoned Building,12-00049366,01/11/2012,Rear,,Open,REAR,Vacant,False,True,1115,W,18TH,PL,60608.0,1169362.27030581,1891326.05192144,25.0,12.0,31.0,41.8573092494235,-87.65382240706589,"(41.8573092494235, -87.65382240706589)",2012-01-11,31
Vacant/Abandoned Building,12-00049529,01/11/2012,Front,,Open,,Vacant,False,True,5757,S,CARPENTER,ST,60621.0,1170296.61370574,1866633.82153074,16.0,7.0,68.0,41.789531010273606,-87.6511125213366,"(41.789531010273606, -87.65111252133659)",2012-01-11,68
Vacant/Abandoned Building,12-00049541,01/11/2012,Front,,Open,,Vacant,False,True,4732,S,DAMEN,AVE,60609.0,1163820.4198824,1873284.74368056,12.0,9.0,61.0,41.80792052482185,-87.6746718977473,"(41.807920524821846, -87.67467189774732)",2012-01-11,61
Vacant/Abandoned Building,12-00049876,01/11/2012,Front,,Open,REAR AND BROKEN WINDOWS,Vacant,False,True,4844,N,OAKLEY,AVE,60625.0,1160151.62692223,1932122.99703059,47.0,20.0,4.0,41.96945417378976,-87.68650139104756,"(41.96945417378976, -87.68650139104757)",2012-01-11,4
Vacant/Abandoned Building,12-00049998,01/11/2012,Front,,Open,FRONT,Vacant,False,False,2953,N,SACRAMENTO,AVE,60618.0,1155868.09942505,1919485.60000834,35.0,14.0,21.0,41.93486400338922,-87.70259398688768,"(41.93486400338922, -87.70259398688769)",2012-01-11,21
Vacant/Abandoned Building,12-00050205,01/11/2012,Front,,Open,,Vacant,False,False,724,N,HOMAN,AVE,60624.0,1153580.98806884,1904620.77831632,27.0,11.0,23.0,41.894119501692025,-87.711395354593,"(41.89411950169202, -87.711395354593)",2012-01-11,23
Vacant/Abandoned Building,12-00050620,01/11/2012,,,,,,,,2952,N,MOBILE,AVE,60634.0,1133897.56990406,1918955.54399724,29.0,25.0,19.0,41.93382463273551,-87.78334980604146,"(41.93382463273551, -87.78334980604146)",2012-01-11,19
Vacant/Abandoned Building,12-00050856,01/11/2012,Front,,Open,ALL THE WAY AROUND,Vacant,False,True,11841,S,INDIANA,AVE,60628.0,1179704.17170566,1826385.55012872,9.0,5.0,53.0,41.67887485438013,-87.61784497838786,"(41.67887485438013, -87.61784497838788)",2012-01-11,53
Vacant/Abandoned Building,12-00050944,01/11/2012,Front,,Open,,Vacant,True,True,715,N,CICERO,AVE,60644.0,1144225.91221174,1904363.19116635,28.0,11.0,25.0,41.89359359636097,-87.74576041736414,"(41.89359359636098, -87.74576041736414)",2012-01-11,25
Vacant/Abandoned Building,12-00051230,01/11/2012,Front,,Open,REAR WINDOW WIDE OPEN,Vacant,False,False,937,N,MONTICELLO,AVE,60651.0,1151877.22869579,1906006.10032893,27.0,11.0,23.0,41.897954682208244,-87.71761625096757,"(41.89795468220824, -87.71761625096757)",2012-01-11,23
Vacant/Abandoned Building,12-00051319,01/11/2012,Front,,Open,FRONT,Vacant,False,True,11713,S,LOWE,AVE,60628.0,1174051.07459072,1827294.28183164,34.0,5.0,53.0,41.68149551814554,-87.63851064876832,"(41.68149551814554, -87.63851064876832)",2012-01-11,53
Vacant/Abandoned Building,12-00051704,01/11/2012,Front,,Open,BACK,Vacant,False,False,7936,S,DOBSON,AVE,60619.0,1184599.33059355,1852595.98318767,8.0,6.0,44.0,41.750686470114644,-87.59910880187593,"(41.750686470114644, -87.59910880187593)",2012-01-11,44
Vacant/Abandoned Building,12-00051790,01/11/2012,,,,,,,,6919,S,EMERALD,AVE,60621.0,1172499.92002277,1858990.46022114,6.0,7.0,68.0,41.7685084884875,-87.64325860533094,"(41.7685084884875, -87.64325860533094)",2012-01-11,68
Vacant/Abandoned Building,12-00051862,01/11/2012,,,,,,,,7641,S,DREXEL,AVE,60619.0,1183555.77076708,1854534.72100926,8.0,6.0,69.0,41.756030940156265,-87.60287253952825,"(41.756030940156265, -87.60287253952825)",2012-01-11,69
Vacant/Abandoned Building,12-00051884,01/11/2012,,,,,,,,3048,W,JACKSON,BLVD,60612.0,1156018.73446955,1898529.66199265,28.0,11.0,27.0,41.87735605236078,-87.70260666837628,"(41.87735605236078, -87.70260666837626)",2012-01-11,27
Vacant/Abandoned Building,12-00051886,01/11/2012,,,,,,,,7835,S,DR MARTIN LUTHER KING JR,DR,60619.0,1180262.49147409,1853145.47409099,6.0,6.0,69.0,41.75229479165779,-87.61498408128217,"(41.75229479165779, -87.61498408128217)",2012-01-11,69
Vacant/Abandoned Building,12-00051897,01/11/2012,Front,,Boarded,"REAR, GARAGE",Vacant,False,True,4809,S,PRAIRIE,AVE,60615.0,1178853.38629544,1873197.1133338,3.0,2.0,38.0,41.80735067735471,-87.61953785310068,"(41.80735067735471, -87.61953785310067)",2012-01-11,38
Vacant/Abandoned Building,12-00052270,01/11/2012,Rear,,Open,FRONT AND REAR AND GARAGE DOOR WIDE OPEN,Vacant,False,False,433,W,60TH,ST,60621.0,1174301.02987257,1865121.20468121,20.0,7.0,68.0,41.78529209367833,-87.63647457728884,"(41.78529209367833, -87.63647457728884)",2012-01-11,68
Vacant/Abandoned Building,12-00052367,01/11/2012,Front,,Boarded,TRYING TO BREAKIN ON SIDE,Vacant,False,True,4415,W,GLADYS,AVE,60624.0,1147012.79478981,1897989.97572022,24.0,11.0,26.0,41.876051940130296,-87.73568806661885,"(41.8760519401303, -87.73568806661885)",2012-01-11,26
Vacant/Abandoned Building,12-00052437,01/11/2012,Front,,Open,WHOLE BUILDING,Vacant,False,True,217,N,HOMAN,AVE,60624.0,1153675.23433308,1901369.93097052,28.0,11.0,27.0,41.88519697927287,-87.71113578957825,"(41.88519697927287, -87.71113578957825)",2012-01-11,27
Vacant/Abandoned Building,12-00052482,01/11/2012,Front,,Open,,Vacant,False,False,4532,S,VINCENNES,AVE,60653.0,1180377.33003007,1874960.24997442,3.0,2.0,38.0,41.81215400276597,-87.61389439247345,"(41.81215400276598, -87.61389439247345)",2012-01-11,38
Vacant/Abandoned Building,12-00052563,01/11/2012,Front,,Open,WHOLE BUILDING,Vacant,False,True,2712,W,ADAMS,ST,60612.0,1158338.18450202,1898915.23498659,2.0,11.0,27.0,41.878367012596286,-87.69407972128462,"(41.878367012596286, -87.69407972128462)",2012-01-11,27
Vacant/Abandoned Building,12-00052824,01/11/2012,Front,,Boarded,BACK DOOR,Vacant,False,True,5016,S,KEDVALE,AVE,60632.0,1149549.37938079,1870989.15779058,23.0,8.0,57.0,41.80190930119605,-87.72707428860069,"(41.80190930119605, -87.72707428860069)",2012-01-11,57
